ID;NOEUD;VOIE;PK;TYPE
18820;16828;7478;742;Amont
18821;16829;8700;538;Aval
18822;16830;8700;664;Amont
18823;16831;8599;809592;Aval
18824;16832;8599;811164;Amont
18825;16833;992;512499;Aval
18826;16834;992;513383;Amont
18827;16835;993;512575;Aval
18828;16836;993;513398;Amont
18829;16837;9520;0;Aval
18830;16838;9520;3037;Amont
18831;16839;9563;0;Aval
18832;16840;9563;1580;Amont
18833;16841;1556;0;Aval
18834;16842;1556;6892;Amont
18835;16843;1557;315435;Aval
18836;16844;1557;318940;Amont
18837;16845;1558;1106;Aval
18838;16846;1558;6700;Amont
18839;16847;1559;317550;Aval
18840;16848;1559;318940;Amont
18841;16849;1560;0;Aval
18842;16850;1560;6377;Amont
18843;16851;1561;317450;Aval
18844;16852;1561;318940;Amont
18845;16853;7479;910;Aval
18846;16854;7479;991;Amont
18847;16855;7480;3911;Aval
18848;16856;7480;4000;Amont
18849;16857;7481;315955;Aval
18850;16858;7481;316059;Amont
18851;16859;7482;316228;Aval
18852;16860;7482;316310;Amont
18853;16861;7483;316260;Aval
18854;16862;7483;316399;Amont
18855;16863;7484;316385;Aval
18856;16864;7484;316466;Amont
18857;16865;7485;317375;Aval
18858;16866;7485;317800;Amont
18859;16867;7486;317550;Aval
18860;16868;7486;317720;Amont
18861;16869;7487;318728;Aval
18862;16870;7487;318855;Amont
18863;16871;7488;318898;Aval
18864;16872;7488;319022;Amont
18865;16873;7489;318940;Aval
18866;16874;7489;319080;Amont
18867;16875;8701;3438;Aval
18868;16876;8701;3905;Amont
18869;16877;8702;3117;Aval
18870;16878;8702;3705;Amont
18871;16879;8703;0;Aval
18872;16880;8703;2640;Amont
18873;16881;8704;3062;Aval
18874;16882;8704;6087;Amont
18875;16883;8705;3187;Aval
18876;16884;8705;3250;Amont
18877;16885;8706;3120;Aval
18878;16886;8706;3185;Amont
18879;16887;8707;3213;Aval
18880;16888;8707;3281;Amont
18881;16889;8708;3022;Aval
18882;16890;8708;4790;Amont
18883;16891;994;95047;Aval
18884;16892;994;122070;Amont
18885;16893;9409;101921;Aval
18886;16894;9409;102878;Amont
18887;16895;9410;102268;Aval
18888;16896;9410;102307;Amont
18889;16897;995;169672;Aval
18890;16898;995;220945;Amont
18891;16899;996;0;Aval
18892;16900;997;0;Aval
18893;2066;1477;11475;Amont
18894;2066;1477;11476;Aval
18895;16903;8445;3300;Amont
18896;16904;998;169848;Aval
18897;16905;998;305119;Amont
18898;16906;7490;305119;Aval
18899;16907;7490;305557;Amont
18900;16908;7491;232867;Aval
18901;16909;7491;233880;Amont
18902;16910;7492;279763;Aval
18903;16911;7492;280401;Amont
18904;16912;8526;305836;Aval
18905;16913;8526;305959;Amont
18906;16914;8732;306047;Aval
18907;16915;8732;350514;Amont
18908;16916;8733;305703;Aval
18909;16917;8733;305836;Amont
18910;16918;8734;305119;Aval
18911;16919;8734;305557;Amont
18912;16920;8735;305703;Aval
18913;16921;8735;305836;Amont
18914;16922;8892;335875;Aval
18915;16923;8892;336280;Amont
18916;16924;9394;198270;Aval
18917;16925;9394;198910;Amont
18918;16926;9395;218160;Aval
18919;16927;9395;218900;Amont
18920;16928;999;200;Aval
18921;16929;999;33873;Amont
18922;16930;7493;18865;Aval
18923;16931;7493;19601;Amont
18924;16932;1000;-45;Aval
18925;16933;1000;42708;Amont
18926;16934;1001;346806;Aval
18927;16935;1001;390517;Amont
18928;16936;1002;346806;Aval
18929;16937;1002;390468;Amont
18930;16938;7494;367940;Aval
18931;16939;7494;368006;Amont
18932;16940;8527;346542;Aval
18933;16941;8527;347627;Amont
18934;16942;8529;367974;Aval
18935;16943;8529;368086;Amont
18936;16944;8530;388288;Aval
18937;16945;8530;388360;Amont
18938;16946;8531;388370;Aval
18939;16947;8531;388444;Amont
18940;16948;8532;388350;Aval
18941;16949;8532;388430;Amont
18942;16950;8533;389480;Aval
18943;16951;8533;389549;Amont
18944;16952;8534;389542;Aval
18945;16953;8534;389677;Amont
18946;16954;8535;390400;Aval
18947;16955;8535;390424;Amont
18948;16956;8536;389369;Aval
18949;16957;8536;390534;Amont
18950;16958;8537;389305;Aval
18951;16959;8537;390534;Amont
18952;16960;1003;10;Aval
18953;16961;1003;1628;Amont
18954;16962;1004;308046;Aval
18955;16963;1004;352164;Amont
18956;16964;1005;144;Aval
18957;16965;1005;52724;Amont
18958;16966;7495;13747;Aval
18959;16967;7495;14472;Amont
18960;16968;8709;36432;Aval
18961;16969;8709;37295;Amont
18962;16970;8710;51488;Aval
18963;16971;8710;51965;Amont
18964;16972;1006;318255;Aval
18965;16973;1006;346806;Amont
18966;16974;1007;318255;Aval
18967;16975;1007;346806;Amont
18968;16976;7496;333225;Aval
18969;16977;7496;333287;Amont
18970;16978;7497;346478;Aval
18971;16979;7497;346538;Amont
18972;16980;1011;361263;Aval
18973;16981;1011;385164;Amont
18974;16982;1012;393025;Aval
18975;16983;1012;410982;Amont
18976;16984;1013;417135;Aval
18977;16985;1013;428341;Amont
18978;16986;1014;437679;Aval
18979;16987;1014;459614;Amont
18980;16988;1015;314680;Aval
18981;16989;1015;361263;Amont
18982;16990;1016;385164;Aval
18983;16991;1016;393025;Amont
18984;16992;1017;410982;Aval
18985;16993;1017;417135;Amont
18986;16994;1018;428341;Aval
18987;16995;1018;437679;Amont
18988;16996;1019;314655;Aval
18989;16997;1019;361263;Amont
18990;16998;1020;385164;Aval
18991;16999;1020;393025;Amont
18992;17000;1021;410982;Aval
18993;17001;1021;417135;Amont
18994;17002;1022;428341;Aval
18995;17003;1022;437679;Amont
18996;17004;1562;331898;Aval
18997;17005;1562;332938;Amont
18998;17006;1563;360306;Aval
18999;17007;1563;360992;Amont
19000;17008;1564;436608;Aval
19001;17009;1564;437411;Amont
19002;17010;1565;333099;Aval
19003;17011;1565;334160;Amont
19004;17012;1566;360245;Aval
19005;17013;1566;360970;Amont
19006;17014;7514;360230;Aval
19007;17015;7514;361157;Amont
19008;17016;7515;392056;Aval
19009;17017;7515;392838;Amont
19010;17018;7516;436612;Aval
19011;17019;7516;437588;Amont
19012;17020;7517;369208;Aval
19013;17021;7517;370188;Amont
19014;17022;7518;379360;Aval
19015;17023;7518;380295;Amont
19016;17024;7519;402002;Aval
19017;17025;7519;403018;Amont
19018;17026;7520;422596;Aval
19019;17027;7520;423550;Amont
19020;17028;7521;445560;Aval
19021;17029;7521;446491;Amont
19022;17030;7522;453422;Aval
19023;17031;7522;454471;Amont
19024;17032;7523;314772;Aval
19025;17033;7523;314853;Amont
19026;17034;7524;315915;Aval
19027;17035;7524;315993;Amont
19028;17036;7525;316123;Aval
19029;17037;7525;316255;Amont
19030;17038;7526;319182;Aval
19031;17039;7526;319271;Amont
19032;17040;7527;319370;Aval
19033;17041;7527;319454;Amont
19034;17042;7528;332917;Aval
19035;17043;7528;333000;Amont
19036;17044;7529;333012;Aval
19037;17045;7529;333095;Amont
19038;17046;7530;343489;Aval
19039;17047;7530;343573;Amont
19040;17048;7531;343654;Aval
19041;17049;7531;343736;Amont
19042;17050;7532;356600;Aval
19043;17051;7532;356683;Amont
19044;17052;7533;356691;Aval
19045;17053;7533;356774;Amont
19046;17054;7534;358920;Aval
19047;17055;7534;359003;Amont
19048;17056;7535;359170;Aval
19049;17057;7535;359254;Amont
19050;17058;7536;360160;Aval
19051;17059;7536;360218;Amont
19052;17060;7537;391994;Aval
19053;17061;7537;392054;Amont
19054;17062;7538;436583;Aval
19055;17063;7538;436695;Amont
19056;17064;7539;437352;Aval
19057;17065;7539;437416;Amont
19058;17066;7540;437418;Aval
19059;17067;7540;437476;Amont
19060;17068;8906;345715;Aval
19061;17069;8906;345775;Amont
19062;17070;8907;386250;Aval
19063;17071;8907;386330;Amont
19064;17072;8908;416215;Aval
19065;17073;8908;416302;Amont
19066;17074;8909;416297;Aval
19067;17075;8909;416355;Amont
19068;17076;8910;437013;Aval
19069;17077;8910;437056;Amont
19070;17078;1023;-294;Aval
19071;17079;1023;33977;Amont
19072;17080;1024;39188;Aval
19073;17081;1024;54191;Amont
19074;17082;7541;17155;Aval
19075;17083;7541;17734;Amont
19076;17084;7542;20650;Aval
19077;17085;7542;21053;Amont
19078;17086;7543;24603;Aval
19079;17087;7543;25503;Amont
19080;17088;7544;42400;Aval
19081;17089;7544;43170;Amont
19082;17090;7545;43394;Aval
19083;17091;7545;43755;Amont
19084;17092;1025;361174;Aval
19085;17093;1025;501395;Amont
19086;17094;1026;361328;Aval
19087;17095;1026;501454;Amont
19088;17096;7546;453782;Aval
19089;17097;7546;454835;Amont
19090;17098;7547;453735;Aval
19091;17099;7547;454847;Amont
19092;17100;7548;484105;Aval
19093;17101;7548;484347;Amont
19094;17102;7549;388267;Aval
19095;17103;7549;389288;Amont
19096;17104;7550;388303;Aval
19097;17105;7550;389331;Amont
19098;17106;7551;405555;Aval
19099;17107;7551;406360;Amont
19100;17108;7552;405555;Aval
19101;17109;7552;406172;Amont
19102;17110;7553;405521;Aval
19103;17111;7553;406122;Amont
19104;17112;7554;361283;Aval
19105;17113;7554;361344;Amont
19106;17114;7555;375496;Aval
19107;17115;7555;375540;Amont
19108;17116;7556;398570;Aval
19109;17117;7556;398625;Amont
19110;17118;7557;403157;Aval
19111;17119;7557;403221;Amont
19112;17120;7558;403277;Aval
19113;17121;7558;403339;Amont
19114;17122;7559;405364;Aval
19115;17123;7559;405411;Amont
19116;17124;7560;405427;Aval
19117;17125;7560;405473;Amont
19118;17126;7561;406119;Aval
19119;17127;7561;406194;Amont
19120;17128;7562;406172;Aval
19121;17129;7562;406225;Amont
19122;17130;7563;406365;Aval
19123;17131;7563;406407;Amont
19124;17132;7564;407193;Aval
19125;17133;7564;407274;Amont
19126;17134;7565;453935;Aval
19127;17135;7565;453992;Amont
19128;17136;7566;454080;Aval
19129;17137;7566;454113;Amont
19130;17138;7567;462949;Aval
19131;17139;7567;463011;Amont
19132;17140;7568;478764;Aval
19133;17141;7568;478825;Amont
19134;17142;7569;482184;Aval
19135;17143;7569;482247;Amont
19136;17144;7570;483595;Aval
19137;17145;7570;483643;Amont
19138;17146;7571;483710;Aval
19139;17147;7571;483770;Amont
19140;17148;7572;484408;Aval
19141;17149;7572;484460;Amont
19142;17150;7573;484483;Aval
19143;17151;7573;484546;Amont
19144;17152;7574;485481;Aval
19145;17153;7574;485612;Amont
19146;17154;7575;485613;Aval
19147;17155;7575;485694;Amont
19148;17156;7576;491713;Aval
19149;17157;7576;491774;Amont
19150;17158;7577;499622;Aval
19151;17159;7577;499687;Amont
19152;17160;7578;500774;Aval
19153;17161;7578;500860;Amont
19154;17162;7579;500770;Aval
19155;17163;7579;500860;Amont
19156;17164;7580;500957;Aval
19157;17165;7580;501000;Amont
19158;17166;7581;501024;Aval
19159;17167;7581;501110;Amont
19160;17168;7582;501184;Aval
19161;17169;7582;501395;Amont
19162;17170;8885;405530;Aval
19163;17171;8885;405685;Amont
19164;17172;8912;388134;Aval
19165;17173;8912;388198;Amont
19166;17174;8913;426643;Aval
19167;17175;8913;426701;Amont
19168;17176;8914;437801;Aval
19169;17177;8914;437851;Amont
19170;17178;8915;438154;Aval
19171;17179;8915;438234;Amont
19172;17180;8916;414409;Aval
19173;17181;8916;414469;Amont
19174;17182;9030;472500;Aval
19175;17183;9030;472540;Amont
19176;17184;1567;50;Aval
19177;17185;1567;1239;Amont
19178;17186;1568;75;Aval
19179;17187;1568;1239;Amont
19180;17188;7583;0;Aval
19181;17189;7583;690;Amont
19182;17190;1027;444248;Aval
19183;17191;1027;464574;Amont
19184;17192;1028;406113;Aval
19185;17193;1028;419300;Amont
19186;17194;7584;412694;Aval
19187;17195;7584;413110;Amont
19188;17196;9703;0;Aval
19189;17197;1029;484355;Aval
19190;17198;1029;484448;Amont
19191;17199;1030;1785;Aval
19192;17200;1030;5880;Amont
19193;17201;1031;725;Aval
19194;17202;1031;16000;Amont
19195;17203;7585;15421;Aval
19196;17204;7585;15835;Amont
19197;17205;1034;316013;Aval
19198;17206;1034;424891;Amont
19199;17207;1035;316013;Aval
19200;17208;1035;424881;Amont
19201;17209;1571;344483;Aval
19202;17210;1571;345272;Amont
19203;17211;1572;381014;Aval
19204;17212;1572;382013;Amont
19205;17213;1573;318940;Aval
19206;17214;1573;320167;Amont
19207;17215;1574;344482;Aval
19208;17216;1574;345216;Amont
19209;17217;1575;382395;Aval
19210;17218;1575;383410;Amont
19211;17219;7587;316178;Aval
19212;17220;7587;316260;Amont
19213;17221;7588;327718;Aval
19214;17222;7588;327771;Amont
19215;17223;7589;344404;Aval
19216;17224;7589;344470;Amont
19217;17225;7590;345219;Aval
19218;17226;7590;345300;Amont
19219;17227;7591;373688;Aval
19220;17228;7591;373748;Amont
19221;17229;7592;397930;Aval
19222;17230;7592;397972;Amont
19223;17231;7593;401056;Aval
19224;17232;7593;401141;Amont
19225;17233;7594;401285;Aval
19226;17234;7594;401367;Amont
19227;17235;8882;353382;Aval
19228;17236;8882;353444;Amont
19229;17237;8883;354845;Aval
19230;17238;8883;354900;Amont
19231;17239;1036;91;Aval
19232;17240;1036;1462;Amont
19233;17241;1037;104;Aval
19234;17242;1037;1462;Amont
19235;17243;1038;0;Aval
19236;17244;1038;794;Amont
19237;17245;1039;0;Aval
19238;17246;1039;1090;Amont
19239;17247;1040;0;Aval
19240;17248;1040;1090;Amont
19241;17249;1041;1462;Aval
19242;17250;1041;1830;Amont
19243;17251;1042;1462;Aval
19244;17252;1042;1830;Amont
19245;17253;1043;0;Aval
19246;17254;1043;1223;Amont
19247;17255;1044;0;Aval
19248;17256;1044;1223;Amont
19249;17257;7595;974;Aval
19250;17258;7595;1214;Amont
19251;17259;7596;974;Aval
19252;17260;7596;1105;Amont
19253;17261;1045;23913;Aval
19254;17262;1045;27825;Amont
19255;17263;1046;71950;Aval
19256;17264;1046;80124;Amont
19257;17265;7597;26972;Aval
19258;17266;7597;27759;Amont
19259;17267;1047;87273;Aval
19260;17268;1047;106186;Amont
19261;17269;1048;100910;Aval
19262;17270;1048;102787;Amont
19263;17271;7598;100938;Aval
19264;17272;7598;101000;Amont
19265;17273;7599;101785;Aval
19266;17274;7599;101844;Amont
19267;17275;7600;102492;Aval
19268;17276;7600;102528;Amont
19269;17277;1049;347043;Aval
19270;17278;1049;357900;Amont
19271;17279;8884;356995;Aval
19272;17280;8884;357782;Amont
19273;17281;1050;361562;Aval
19274;17282;1050;381000;Amont
19275;17283;7601;363968;Aval
19276;17284;7601;364735;Amont
19277;17285;1051;492;Aval
19278;17286;1051;27425;Amont
19279;17287;1052;477;Aval
19280;17288;1052;27425;Amont
19281;17289;1053;407303;Aval
19282;17290;1053;481752;Amont
19283;17291;7602;408578;Aval
19284;17292;7602;409255;Amont
19285;17293;7603;415693;Aval
19286;17294;7603;416235;Amont
19287;17295;7604;427278;Aval
19288;17296;7604;427782;Amont
19289;17297;7605;437634;Aval
19290;17298;7605;438194;Amont
19291;17299;7606;471738;Aval
19292;17300;7606;472566;Amont
19293;17301;1054;437412;Aval
19294;17302;1054;464840;Amont
19295;17303;7607;453074;Aval
19296;17304;7607;453923;Amont
19297;17305;7608;453183;Aval
19298;17306;7608;453794;Amont
19299;17307;8600;32804;Aval
19300;17308;8600;32891;Amont
19301;17309;1055;32891;Aval
19302;17310;1055;34092;Amont
19303;17311;1056;242;Aval
19304;17312;1056;116170;Amont
19305;17313;7609;13522;Aval
19306;17314;7609;14205;Amont
19307;17315;7610;36048;Aval
19308;17316;7610;36765;Amont
19309;17317;7611;72975;Aval
19310;17318;7611;73585;Amont
19311;17319;7612;103785;Aval
19312;17320;7612;104320;Amont
19313;17321;7613;48982;Aval
19314;17322;7613;49400;Amont
19315;17323;7614;48983;Aval
19316;17324;7614;49280;Amont
19317;17325;7615;115961;Aval
19318;17326;7615;116118;Amont
19319;17327;7616;-66;Aval
19320;17328;7616;242;Amont
19321;17329;8911;73187;Aval
19322;17330;8911;73233;Amont
19323;17331;1057;115490;Aval
19324;17332;1057;116490;Amont
19325;17333;1059;393242;Aval
19326;17334;1059;472593;Amont
19327;17335;1060;392120;Aval
19328;17336;1060;393242;Amont
19329;17337;1061;474140;Aval
19330;17338;1061;506164;Amont
19331;17339;1062;392120;Aval
19332;17340;1062;393242;Amont
19333;17341;1063;474133;Aval
19334;17342;1063;506164;Amont
19335;17343;1576;476237;Aval
19336;17344;1576;477155;Amont
19337;17345;1577;472593;Aval
19338;17346;1577;474140;Amont
19339;17347;1578;475723;Aval
19340;17348;1578;476662;Amont
19341;17349;1579;472593;Aval
19342;17350;1579;473876;Amont
19343;17351;1580;473917;Aval
19344;17352;1580;474133;Amont
19345;17353;7618;441360;Aval
19346;17354;7618;442023;Amont
19347;17355;7619;475692;Aval
19348;17356;7619;476158;Amont
19349;17357;7620;441270;Aval
19350;17358;7620;442547;Amont
19351;17359;7621;400662;Aval
19352;17360;7621;401943;Amont
19353;17361;7622;412753;Aval
19354;17362;7622;414013;Amont
19355;17363;7623;428200;Aval
19356;17364;7623;429464;Amont
19357;17365;7624;454962;Aval
19358;17366;7624;456016;Amont
19359;17367;7625;475479;Aval
19360;17368;7625;475562;Amont
19361;17369;7626;475688;Aval
19362;17370;7626;475774;Amont
19363;17371;7627;490599;Aval
19364;17372;7627;490729;Amont
19365;17373;7628;490748;Aval
19366;17374;7628;490878;Amont
19367;17375;9441;504972;Aval
19368;17376;9441;505080;Amont
19369;17377;9442;505033;Aval
19370;17378;9442;505090;Amont
19371;17379;9452;488840;Aval
19372;17380;9452;488910;Amont
19373;17381;9456;493160;Aval
19374;17382;9456;493210;Amont
19375;17383;1064;780;Aval
19376;17384;1064;5510;Amont
19377;17385;1065;734;Aval
19378;17386;1065;68635;Amont
19379;17387;1066;862;Aval
19380;17388;1066;68635;Amont
19381;17389;7629;68026;Aval
19382;17390;7629;68286;Amont
19383;17391;7630;55988;Aval
19384;17392;7630;56982;Amont
19385;17393;7631;47183;Aval
19386;17394;7631;48173;Amont
19387;17395;7632;36673;Aval
19388;17396;7632;37559;Amont
19389;17397;7633;36795;Aval
19390;17398;7633;37372;Amont
19391;17399;7634;36772;Aval
19392;17400;7634;37399;Amont
19393;17401;7635;7369;Aval
19394;17402;7635;7629;Amont
19395;17403;7636;7895;Aval
19396;17404;7636;8080;Amont
19397;17405;7637;17133;Aval
19398;17406;7637;17191;Amont
19399;17407;7638;36268;Aval
19400;17408;7638;36325;Amont
19401;17409;7639;36448;Aval
19402;17410;7639;36615;Amont
19403;17411;7640;36607;Aval
19404;17412;7640;36661;Amont
19405;17413;7641;37399;Aval
19406;17414;7641;37510;Amont
19407;17415;7642;46966;Aval
19408;17416;7642;47024;Amont
19409;17417;7643;56183;Aval
19410;17418;7643;56240;Amont
19411;17419;7644;67097;Aval
19412;17420;7644;67179;Amont
19413;17421;7645;67180;Aval
19414;17422;7645;67236;Amont
19415;17423;7646;67996;Aval
19416;17424;7646;68057;Amont
19417;17425;7647;68128;Aval
19418;17426;7647;68180;Amont
19419;17427;9448;61090;Aval
19420;17428;9448;61140;Amont
19421;17429;9458;37560;Aval
19422;17430;9458;37616;Amont
19423;17431;1067;-30;Aval
19424;17432;1067;976;Amont
19425;17433;1068;-30;Aval
19426;17434;1068;976;Amont
19427;17435;1069;491;Aval
19428;17436;1069;65079;Amont
19429;17437;7648;36558;Aval
19430;17438;7648;37025;Amont
19431;17439;7649;10078;Amont
19432;17440;7652;36509;Aval
19433;17441;7652;36965;Amont
19434;17442;7653;36534;Aval
19435;17443;7653;36558;Amont
19436;17444;1070;13731;Aval
19437;17445;1070;64664;Amont
19438;17446;1581;13180;Aval
19439;17447;1581;13983;Amont
19440;17448;7654;26738;Aval
19441;17449;7654;27600;Amont
19442;17450;7655;37922;Aval
19443;17451;7655;38733;Amont
19444;17452;8711;51138;Aval
19445;17453;8711;52072;Amont
19446;17454;9565;26860;Aval
19447;17455;9565;26924;Amont
19448;17456;1071;6757;Aval
19449;17457;1071;24800;Amont
19450;17458;1072;19;Aval
19451;17459;1072;1300;Amont
19452;17460;1073;800;Aval
19453;17461;1073;12995;Amont
19454;17462;7656;5913;Aval
19455;17463;7656;6342;Amont
19456;17464;1076;8120;Aval
19457;17465;1076;152345;Amont
19458;17466;1077;8128;Aval
19459;17467;1077;152345;Amont
19460;17468;1584;23770;Aval
19461;17469;1584;24940;Amont
19462;17470;1585;24480;Aval
19463;17471;1585;25490;Amont
19464;17472;7678;51154;Aval
19465;17473;7678;51619;Amont
19466;17474;7679;99658;Aval
19467;17475;7679;101005;Amont
19468;17476;7680;68274;Aval
19469;17477;7680;69296;Amont
19470;17478;7681;133770;Aval
19471;17479;7681;134551;Amont
19472;17480;7682;133800;Aval
19473;17481;7682;134488;Amont
19474;17482;7683;133772;Aval
19475;17483;7683;134517;Amont
19476;17484;7684;51223;Aval
19477;17485;7684;51383;Amont
19478;17486;7685;51090;Aval
19479;17487;7685;51644;Amont
19480;17488;7686;101420;Aval
19481;17489;7686;101687;Amont
19482;17490;7687;9207;Aval
19483;17491;7687;9240;Amont
19484;17492;7688;30595;Aval
19485;17493;7688;30655;Amont
19486;17494;7689;49682;Aval
19487;17495;7689;49764;Amont
19488;17496;7690;51055;Aval
19489;17497;7690;51090;Amont
19490;17498;7691;51055;Aval
19491;17499;7691;51120;Amont
19492;17500;7692;51644;Aval
19493;17501;7692;51825;Amont
19494;17502;7693;51636;Aval
19495;17503;7693;51763;Amont
19496;17504;7694;51792;Aval
19497;17505;7694;51853;Amont
19498;17506;7695;52920;Aval
19499;17507;7695;52980;Amont
19500;17508;7696;53473;Aval
19501;17509;7696;53604;Amont
19502;17510;7697;53713;Aval
19503;17511;7697;53794;Amont
19504;17512;7698;64086;Aval
19505;17513;7698;64217;Amont
19506;17514;7699;64267;Aval
19507;17515;7699;64397;Amont
19508;17516;7700;68274;Aval
19509;17517;7700;68358;Amont
19510;17518;7701;68302;Aval
19511;17519;7701;68393;Amont
19512;17520;7702;69186;Aval
19513;17521;7702;69246;Amont
19514;17522;7703;75781;Aval
19515;17523;7703;75912;Amont
19516;17524;7704;75932;Aval
19517;17525;7704;76062;Amont
19518;17526;7705;88914;Aval
19519;17527;7705;89044;Amont
19520;17528;7706;89103;Aval
19521;17529;7706;89233;Amont
19522;17530;7707;99282;Aval
19523;17531;7707;99364;Amont
19524;17532;7708;100836;Aval
19525;17533;7708;101115;Amont
19526;17534;7709;101697;Aval
19527;17535;7709;101755;Amont
19528;17536;7710;101999;Aval
19529;17537;7710;102080;Amont
19530;17538;7711;110331;Aval
19531;17539;7711;110392;Amont
19532;17540;7712;116202;Aval
19533;17541;7712;116263;Amont
19534;17542;7713;116285;Aval
19535;17543;7713;116343;Amont
19536;17544;7714;134480;Aval
19537;17545;7714;134540;Amont
19538;17546;7715;134937;Aval
19539;17547;7715;135021;Amont
19540;17548;7716;135093;Aval
19541;17549;7716;135177;Amont
19542;17550;7717;139315;Aval
19543;17551;7717;139377;Amont
19544;17552;7718;139801;Aval
19545;17553;7718;139883;Amont
19546;17554;7719;142468;Aval
19547;17555;7719;142548;Amont
19548;17556;1078;0;Aval
19549;17557;1078;606;Amont
19550;17558;9419;0;Aval
19551;17559;9419;13050;Amont
19552;17560;1079;142628;Aval
19553;17561;1079;173080;Amont
19554;17562;1080;139970;Aval
19555;17563;1080;211700;Amont
19556;17564;7720;172806;Aval
19557;17565;7720;173006;Amont
19558;17566;7721;211147;Aval
19559;17567;7721;211607;Amont
19560;17568;7722;172445;Aval
19561;17569;7722;173175;Amont
19562;17570;7723;172362;Aval
19563;17571;7723;173070;Amont
19564;17572;7724;172400;Aval
19565;17573;7724;173042;Amont
19566;17574;7725;139428;Aval
19567;17575;7725;139970;Amont
19568;17576;7726;146518;Aval
19569;17577;7726;147435;Amont
19570;17578;7727;151666;Aval
19571;17579;7727;152523;Amont
19572;17580;7728;157300;Aval
19573;17581;7728;158203;Amont
19574;17582;7729;165465;Aval
19575;17583;7729;166346;Amont
19576;17584;7730;178823;Aval
19577;17585;7730;179456;Amont
19578;17586;7731;181795;Aval
19579;17587;7731;182697;Amont
19580;17588;7732;186195;Aval
19581;17589;7732;186810;Amont
19582;17590;7733;192288;Aval
19583;17591;7733;193260;Amont
19584;17592;7734;202418;Aval
19585;17593;7734;203121;Amont
19586;17594;7735;211023;Aval
19587;17595;7735;211670;Amont
19588;17596;7736;211700;Aval
19589;17597;7736;233515;Amont
19590;17598;7737;139470;Aval
19591;17599;7737;139529;Amont
19592;17600;7738;172317;Aval
19593;17601;7738;172362;Amont
19594;17602;7739;172406;Aval
19595;17603;7739;172565;Amont
19596;17604;9431;139428;Aval
19597;17605;9431;139970;Amont
19598;17606;1081;499752;Aval
19599;17607;1081;511600;Amont
19600;17608;1082;499752;Aval
19601;17609;1082;511400;Amont
19602;17610;1586;504407;Aval
19603;17611;1586;510213;Amont
19604;17612;1587;504416;Aval
19605;17613;1587;510247;Amont
19606;17614;7740;507250;Aval
19607;17615;7740;508170;Amont
19608;17616;7741;506889;Aval
19609;17617;7741;508092;Amont
19610;17618;7742;506893;Aval
19611;17619;7742;508148;Amont
19612;17620;7743;507212;Aval
19613;17621;7743;508271;Amont
19614;17622;7744;499790;Aval
19615;17623;7744;499915;Amont
19616;17624;7745;504570;Aval
19617;17625;7745;504650;Amont
19618;17626;7746;504954;Aval
19619;17627;7746;505643;Amont
19620;17628;7747;505078;Aval
19621;17629;7747;505749;Amont
19622;17630;7748;505138;Aval
19623;17631;7748;505285;Amont
19624;17632;7749;505468;Aval
19625;17633;7749;505647;Amont
19626;17634;7750;506750;Aval
19627;17635;7750;506838;Amont
19628;17636;7751;506736;Aval
19629;17637;7751;506873;Amont
19630;17638;7752;506904;Aval
19631;17639;7752;506993;Amont
19632;17640;7753;507159;Aval
19633;17641;7753;507254;Amont
19634;17642;7754;507104;Aval
19635;17643;7754;507211;Amont
19636;17644;7755;507253;Aval
19637;17645;7755;507334;Amont
19638;17646;7756;507255;Aval
19639;17647;7756;507370;Amont
19640;17648;7757;507255;Aval
19641;17649;7757;507369;Amont
19642;17650;7758;507255;Aval
19643;17651;7758;507340;Amont
19644;17652;7759;507855;Aval
19645;17653;7759;507970;Amont
19646;17654;7760;507855;Aval
19647;17655;7760;507962;Amont
19648;17656;7761;507895;Aval
19649;17657;7761;508007;Amont
19650;17658;7762;507921;Aval
19651;17659;7762;508023;Amont
19652;17660;7763;507993;Aval
19653;17661;7763;508078;Amont
19654;17662;7764;507993;Aval
19655;17663;7764;508078;Amont
19656;17664;7765;508322;Aval
19657;17665;7765;508422;Amont
19658;17666;7766;508338;Aval
19659;17667;7766;508422;Amont
19660;17668;7767;508663;Aval
19661;17669;7767;508811;Amont
19662;17670;7768;509055;Aval
19663;17671;7768;509205;Amont
19664;17672;7769;509382;Aval
19665;17673;7769;509461;Amont
19666;17674;7770;509555;Aval
19667;17675;7770;509634;Amont
19668;17676;7771;509601;Aval
19669;17677;7771;509700;Amont
19670;17678;7772;510024;Aval
19671;17679;7772;510164;Amont
19672;17680;7773;510022;Aval
19673;17681;7773;510107;Amont
19674;17682;7774;511470;Aval
19675;17683;7774;511600;Amont
19676;17684;8786;507060;Aval
19677;17685;8786;508238;Amont
19678;17686;8787;507155;Aval
19679;17687;8787;507980;Amont
19680;17688;8788;506947;Aval
19681;17689;8788;508125;Amont
19682;17690;9314;500167;Aval
19683;17691;9314;500298;Amont
19684;17692;9430;510166;Aval
19685;17693;9430;510248;Amont
19686;17694;9432;509716;Aval
19687;17695;9432;509800;Amont
19688;17696;9444;506444;Aval
19689;17697;9444;506489;Amont
19690;17698;9445;506946;Aval
19691;17699;9445;507032;Amont
19692;17700;9446;507170;Aval
19693;17701;9446;507254;Amont
19694;17702;9447;507085;Aval
19695;17703;9447;507169;Amont
19696;17704;9449;507855;Aval
