ID;NOEUD;VOIE;PK;TYPE
5887;3895;128;285;Aval
5888;3896;128;1045;Amont
5889;3897;8999;0;Aval
5890;3898;8999;285;Amont
5891;3899;9000;0;Aval
5892;3900;9000;285;Amont
5893;3901;129;1357;Aval
5894;3902;129;19990;Amont
5895;3903;130;807;Aval
5896;3904;130;26850;Amont
5897;3905;1282;-262;Aval
5898;3906;1282;807;Amont
5899;3907;1283;-335;Aval
5900;3908;1283;807;Amont
5901;3909;2081;26850;Aval
5902;3910;2081;27546;Amont
5903;3911;2082;26850;Aval
5904;3912;2082;27546;Amont
5905;3913;2083;17275;Aval
5906;3914;2083;18214;Amont
5907;3915;9148;27546;Aval
5908;3916;9148;32950;Amont
5909;3917;131;820;Aval
5910;3918;131;7760;Amont
5911;3919;132;82;Aval
5912;3920;132;820;Amont
5913;3921;133;82;Aval
5914;3922;133;820;Amont
5915;3923;2084;7760;Aval
5916;3924;2084;7985;Amont
5917;3925;2085;7760;Aval
5918;3926;2085;7985;Amont
5919;3927;134;0;Aval
5920;3928;134;705;Amont
5921;3929;135;3677;Aval
5922;3930;135;11771;Amont
5923;3931;136;1086;Aval
5924;3932;136;51363;Amont
5925;3933;137;-390;Aval
5926;3934;137;51363;Amont
5927;3935;2086;16627;Aval
5928;3936;2086;17615;Amont
5929;3937;2087;16675;Aval
5930;3938;2087;17580;Amont
5931;3939;2088;16485;Aval
5932;3940;2088;16579;Amont
5933;3941;2089;17616;Aval
5934;3942;2089;17675;Amont
5935;3943;2090;27215;Aval
5936;3944;2090;27343;Amont
5937;3945;2091;28165;Aval
5938;3946;2091;28225;Amont
5939;3947;2092;38294;Aval
5940;3948;2092;38350;Amont
5941;3949;2093;38362;Aval
5942;3950;2093;38460;Amont
5943;3951;2094;39350;Aval
5944;3952;2094;39414;Amont
5945;3953;2095;39420;Aval
5946;3954;2095;39483;Amont
5947;3955;2096;46543;Aval
5948;3956;2096;46605;Amont
5949;3957;2097;46643;Aval
5950;3958;2097;46699;Amont
5951;3959;2098;47332;Aval
5952;3960;2098;47420;Amont
5953;3961;2099;47560;Aval
5954;3962;2099;47615;Amont
5955;3963;2100;48509;Aval
5956;3964;2100;48585;Amont
5957;3965;8990;6031;Aval
5958;3966;8990;6239;Amont
5959;3967;138;29620;Aval
5960;3968;138;55170;Amont
5961;3969;139;29620;Aval
5962;3970;139;55170;Amont
5963;3971;2101;36200;Aval
5964;3972;2101;36247;Amont
5965;3973;2102;37419;Aval
5966;3974;2102;37471;Amont
5967;3975;2103;49818;Aval
5968;3976;2103;49873;Amont
5969;3977;2104;50018;Aval
5970;3978;2104;50070;Amont
5971;3979;2105;50830;Aval
5972;3980;2105;50893;Amont
5973;3981;2106;50893;Aval
5974;3982;2106;50937;Amont
5975;3983;140;250;Aval
5976;3984;140;7716;Amont
5977;3985;141;170;Aval
5978;3986;141;29620;Amont
5979;3987;142;218;Aval
5980;3988;142;29620;Amont
5981;3989;2107;282;Aval
5982;3990;2107;362;Amont
5983;3991;2108;1395;Aval
5984;3992;2108;1515;Amont
5985;3993;2109;6354;Aval
5986;3994;2109;6417;Amont
5987;3995;2110;9620;Aval
5988;3996;2110;9680;Amont
5989;3997;2111;16508;Aval
5990;3998;2111;16550;Amont
5991;3999;2112;85;Aval
5992;4000;2112;1305;Amont
5993;4001;143;1215;Aval
5994;4002;143;22168;Amont
5995;4003;144;1265;Aval
5996;4004;144;22168;Amont
5997;4005;2113;20536;Aval
5998;4006;2113;20614;Amont
5999;4007;2114;20665;Aval
6000;4008;2114;20747;Amont
6001;4009;2115;21274;Aval
6002;4010;2115;21331;Amont
6003;4011;2116;21897;Aval
6004;4012;2116;21960;Amont
6005;4013;2117;22083;Aval
6006;4014;2117;22135;Amont
6007;4015;145;154320;Aval
6008;4016;145;177056;Amont
6009;4017;146;181300;Aval
6010;4018;146;203756;Amont
6011;4019;147;154320;Aval
6012;4020;147;177056;Amont
6013;4021;148;181300;Aval
6014;4022;148;203756;Amont
6015;4023;1284;160245;Aval
6016;4024;1284;177056;Amont
6017;4025;1285;181300;Aval
6018;4026;1285;187400;Amont
6019;4027;1286;160245;Aval
6020;4028;1286;177056;Amont
6021;4029;1287;181300;Aval
6022;4030;1287;187375;Amont
6023;4031;2118;162198;Aval
6024;4032;2118;163480;Amont
6025;4033;2119;161240;Aval
6026;4034;2119;164903;Amont
6027;4035;2120;187335;Aval
6028;4036;2120;188089;Amont
6029;4037;2121;162115;Aval
6030;4038;2121;163547;Amont
6031;4039;2122;187335;Aval
6032;4040;2122;188089;Amont
6033;4041;2123;162350;Aval
6034;4042;2123;164550;Amont
6035;4043;2124;171700;Aval
6036;4044;2124;172052;Amont
6037;4045;2125;165951;Aval
6038;4046;2125;166262;Amont
6039;4047;2126;187400;Aval
6040;4048;2126;187900;Amont
6041;4049;2127;161290;Aval
6042;4050;2127;161577;Amont
6043;4051;2128;187284;Aval
6044;4052;2128;188222;Amont
6045;4053;2129;162980;Aval
6046;4054;2129;163613;Amont
6047;4055;2130;187375;Aval
6048;4056;2130;188283;Amont
6049;4057;2131;187290;Aval
6050;4058;2131;188140;Amont
6051;4059;2132;164500;Aval
6052;4060;2132;164830;Amont
6053;4061;2133;163900;Aval
6054;4062;2133;165270;Amont
6055;4063;2134;154960;Aval
6056;4064;2134;155029;Amont
6057;4065;2135;158490;Aval
6058;4066;2135;158620;Amont
6059;4067;2136;159795;Aval
6060;4068;2136;159943;Amont
6061;4069;2137;159825;Aval
6062;4070;2137;159969;Amont
6063;4071;2138;160042;Aval
6064;4072;2138;160185;Amont
6065;4073;2139;161053;Aval
6066;4074;2139;161150;Amont
6067;4075;2140;161430;Aval
6068;4076;2140;161536;Amont
6069;4077;2141;161195;Aval
6070;4078;2141;161275;Amont
6071;4079;2142;162085;Aval
6072;4080;2142;162320;Amont
6073;4081;2143;162895;Aval
6074;4082;2143;162970;Amont
6075;4083;2144;164650;Aval
6076;4084;2144;165220;Amont
6077;4085;2145;165954;Aval
6078;4086;2145;166048;Amont
6079;4087;2146;166727;Aval
6080;4088;2146;166910;Amont
6081;4089;2147;166762;Aval
6082;4090;2147;166930;Amont
6083;4091;2148;166973;Aval
6084;4092;2148;167108;Amont
6085;4093;2149;166977;Aval
6086;4094;2149;167111;Amont
6087;4095;2150;170562;Aval
6088;4096;2150;170615;Amont
6089;4097;2151;171067;Aval
6090;4098;2151;171150;Amont
6091;4099;2152;171180;Aval
6092;4100;2152;171290;Amont
6093;4101;2153;171323;Aval
6094;4102;2153;171405;Amont
6095;4103;2154;172095;Aval
6096;4104;2154;172180;Amont
6097;4105;2155;172052;Aval
6098;4106;2155;172228;Amont
6099;4107;2156;172300;Aval
6100;4108;2156;172380;Amont
6101;4109;2157;172430;Aval
6102;4110;2157;172530;Amont
6103;4111;2158;172560;Aval
6104;4112;2158;172640;Amont
6105;4113;2159;173538;Aval
6106;4114;2159;173612;Amont
6107;4115;2160;182725;Aval
6108;4116;2160;182755;Amont
6109;4117;2161;183830;Aval
6110;4118;2161;184045;Amont
6111;4119;2162;183945;Aval
6112;4120;2162;183990;Amont
6113;4121;2163;184955;Aval
6114;4122;2163;185030;Amont
6115;4123;2164;186275;Aval
6116;4124;2164;186406;Amont
6117;4125;2165;186347;Aval
6118;4126;2165;186490;Amont
6119;4127;2166;186365;Aval
6120;4128;2166;186505;Amont
6121;4129;2167;186528;Aval
6122;4130;2167;186693;Amont
6123;4131;2168;186746;Aval
6124;4132;2168;186890;Amont
6125;4133;2169;187430;Aval
6126;4134;2169;187515;Amont
6127;4135;2170;188172;Aval
6128;4136;2170;188258;Amont
6129;4137;2171;189140;Aval
6130;4138;2171;189180;Amont
6131;4139;2172;161570;Aval
6132;4140;2172;162115;Amont
6133;4141;2173;163415;Aval
6134;4142;2173;163850;Amont
6135;4143;2174;161425;Aval
6136;4144;2174;162220;Amont
6137;4145;2175;163480;Aval
6138;4146;2175;164038;Amont
6139;4147;8543;154480;Aval
6140;4148;8543;154520;Amont
6141;4149;8544;154520;Aval
6142;4150;8544;154560;Amont
6143;4151;8545;162115;Aval
6144;4152;8545;162190;Amont
6145;4153;8546;182820;Aval
6146;4154;8546;182850;Amont
6147;4155;8551;154320;Aval
6148;4156;8551;154505;Amont
6149;4157;8552;154620;Aval
6150;4158;8552;154690;Amont
6151;4159;8554;154320;Aval
6152;4160;8554;154480;Amont
6153;4161;8557;154560;Aval
6154;4162;8557;154606;Amont
6155;4163;8558;160995;Aval
6156;4164;8558;161090;Amont
6157;4165;8559;161940;Aval
6158;4166;8559;162095;Amont
6159;4167;8560;162180;Aval
6160;4168;8560;162220;Amont
6161;4169;8561;183885;Aval
6162;4170;8561;183945;Amont
6163;4171;8562;187340;Aval
6164;4172;8562;187477;Amont
6165;4173;8568;154320;Aval
6166;4174;8568;154520;Amont
6167;4175;8569;154320;Aval
6168;4176;8569;154491;Amont
6169;4177;8572;154320;Aval
6170;4178;8572;154480;Amont
6171;4179;8577;154491;Aval
6172;4180;8577;154520;Amont
6173;4181;8578;154623;Aval
6174;4182;8578;154680;Amont
6175;4183;8579;154560;Aval
6176;4184;8579;154700;Amont
6177;4185;8580;165300;Aval
6178;4186;8580;165345;Amont
6179;4187;8581;182755;Aval
6180;4188;8581;182820;Amont
6181;4189;8582;183855;Aval
6182;4190;8582;183885;Amont
6183;4191;8586;154320;Aval
6184;4192;8586;154623;Amont
6185;4193;8587;154320;Aval
6186;4194;8587;154620;Amont
6187;4195;8991;188089;Aval
6188;4196;8991;188174;Amont
6189;4197;9130;186165;Aval
6190;4198;9130;186338;Amont
6191;4199;9131;186458;Aval
6192;4200;9131;186590;Amont
6193;4201;149;0;Aval
6194;4202;149;10540;Amont
6195;4203;150;11049;Aval
6196;4204;150;12214;Amont
6197;4205;1288;20;Aval
6198;4206;1288;3789;Amont
6199;4207;1289;-40;Aval
6200;4208;1289;3782;Amont
6201;4209;1290;153585;Aval
6202;4210;1290;161800;Amont
6203;4211;1291;152398;Aval
6204;4212;1291;153585;Amont
6205;4213;1292;153585;Aval
6206;4214;1292;161800;Amont
6207;4215;1293;152359;Aval
6208;4216;1293;153585;Amont
6209;4217;2176;153352;Aval
6210;4218;2176;153400;Amont
6211;4219;2177;153585;Aval
6212;4220;2177;153610;Amont
6213;4221;2178;153585;Aval
6214;4222;2178;153610;Amont
6215;4223;2179;153907;Aval
6216;4224;2179;153970;Amont
6217;4225;2180;158890;Aval
6218;4226;2180;158980;Amont
6219;4227;8539;152450;Aval
6220;4228;8539;152505;Amont
6221;4229;8540;153530;Aval
6222;4230;8540;153585;Amont
6223;4231;8541;153610;Aval
6224;4232;8541;153660;Amont
6225;4233;8555;153405;Aval
6226;4234;8555;153498;Amont
6227;4235;8556;153530;Aval
6228;4236;8556;153660;Amont
6229;4237;8574;152359;Aval
6230;4238;8574;152398;Amont
6231;4239;8575;153206;Aval
6232;4240;8575;153252;Amont
6233;4241;8576;153498;Aval
6234;4242;8576;153530;Amont
6235;4243;151;7983;Aval
6236;4244;151;12850;Amont
6237;4245;152;2035;Aval
6238;4246;152;4336;Amont
6239;4247;153;2035;Aval
6240;4248;153;4336;Amont
6241;4249;8573;3400;Aval
6242;4250;8573;3460;Amont
6243;4251;158;227865;Aval
6244;4252;158;249079;Amont
6245;4253;159;227839;Aval
6246;4254;159;249079;Amont
6247;4255;2201;243533;Aval
6248;4256;2201;243947;Amont
6249;4257;2202;243545;Aval
6250;4258;2202;243952;Amont
6251;4259;2203;243590;Aval
6252;4260;2203;243995;Amont
6253;4261;2204;227920;Aval
6254;4262;2204;228051;Amont
6255;4263;2205;242020;Aval
6256;4264;2205;242078;Amont
6257;4265;2206;243108;Aval
6258;4266;2206;243148;Amont
6259;4267;2207;243512;Aval
6260;4268;2207;243545;Amont
6261;4269;2208;243505;Aval
6262;4270;2208;243610;Amont
6263;4271;2209;243620;Aval
6264;4272;2209;243690;Amont
6265;4273;2210;243926;Aval
6266;4274;2210;243984;Amont
6267;4275;2211;244060;Aval
6268;4276;2211;244115;Amont
6269;4277;2212;246957;Aval
6270;4278;2212;246985;Amont
6271;4279;9005;247820;Aval
6272;4280;9005;247952;Amont
6273;4281;160;247994;Aval
6274;4282;160;248640;Amont
6275;4283;161;244700;Aval
6276;4284;161;247160;Amont
6277;4285;2213;243470;Aval
6278;4286;2213;244020;Amont
6279;4287;2214;243550;Aval
6280;4288;2214;243575;Amont
6281;4289;2215;243845;Aval
6282;4290;2215;243888;Amont
6283;4291;2216;243970;Aval
6284;4292;2216;244020;Amont
6285;4293;8620;243565;Aval
6286;4294;8620;243970;Amont
6287;4295;9003;243970;Aval
6288;4296;9003;244700;Amont
6289;4297;9004;244020;Aval
6290;4298;9004;244700;Amont
6291;4299;162;-58;Aval
6292;4300;162;925;Amont
6293;4301;163;140606;Aval
6294;4302;163;276123;Amont
6295;4303;164;-58;Aval
6296;4304;164;969;Amont
6297;4305;165;140650;Aval
6298;4306;165;228610;Amont
6299;4307;166;228802;Aval
6300;4308;166;276123;Amont
6301;4309;1296;140645;Aval
6302;4310;1296;144724;Amont
6303;4311;1297;140684;Aval
6304;4312;1297;144552;Amont
6305;4313;2217;207122;Aval
6306;4314;2217;208197;Amont
6307;4315;2218;157898;Aval
6308;4316;2218;158680;Amont
6309;4317;2219;145785;Aval
6310;4318;2219;146322;Amont
6311;4319;2220;158014;Aval
6312;4320;2220;158780;Amont
6313;4321;2221;206960;Aval
6314;4322;2221;208211;Amont
6315;4323;2222;158084;Aval
6316;4324;2222;158758;Amont
6317;4325;2223;38;Aval
6318;4326;2223;890;Amont
6319;4327;2224;227771;Aval
6320;4328;2224;228880;Amont
6321;4329;2225;227802;Aval
6322;4330;2225;228701;Amont
6323;4331;2226;140819;Aval
6324;4332;2226;140881;Amont
6325;4333;2227;144508;Aval
6326;4334;2227;144567;Amont
6327;4335;2228;144552;Aval
6328;4336;2228;144688;Amont
6329;4337;2229;145837;Aval
6330;4338;2229;145912;Amont
6331;4339;2230;145920;Aval
6332;4340;2230;146010;Amont
6333;4341;2231;146370;Aval
6334;4342;2231;146432;Amont
6335;4343;2232;153797;Aval
6336;4344;2232;153908;Amont
6337;4345;2233;157692;Aval
6338;4346;2233;157758;Amont
6339;4347;2234;157926;Aval
6340;4348;2234;157981;Amont
6341;4349;2235;158900;Aval
6342;4350;2235;158952;Amont
6343;4351;2236;162189;Aval
6344;4352;2236;162248;Amont
6345;4353;2237;180512;Aval
6346;4354;2237;180575;Amont
6347;4355;2238;188780;Aval
6348;4356;2238;188860;Amont
6349;4357;2239;208229;Aval
6350;4358;2239;208292;Amont
6351;4359;2240;227600;Aval
6352;4360;2240;227661;Amont
6353;4361;2241;227786;Aval
6354;4362;2241;227871;Amont
6355;4363;2242;228753;Aval
6356;4364;2242;228800;Amont
6357;4365;2243;229143;Aval
6358;4366;2243;229228;Amont
6359;4367;2244;252235;Aval
6360;4368;2244;252295;Amont
6361;4369;2245;253840;Aval
6362;4370;2245;253949;Amont
6363;4371;2246;254121;Aval
6364;4372;2246;254182;Amont
6365;4373;2247;268317;Aval
6366;4374;2247;268352;Amont
6367;4375;2248;268624;Aval
6368;4376;2248;268660;Amont
6369;4377;2249;269216;Aval
6370;4378;2249;269260;Amont
6371;4379;9087;144577;Aval
6372;4380;9087;148056;Amont
6373;4381;9088;144552;Aval
6374;4382;9088;148056;Amont
6375;4383;9090;227719;Aval
6376;4384;9090;227802;Amont
6377;4385;9091;227882;Aval
6378;4386;9091;227962;Amont
6379;4387;9104;253129;Aval
6380;4388;9104;253813;Amont
6381;4389;9295;140606;Aval
6382;4390;9295;140750;Amont
6383;4391;167;543;Aval
6384;4392;167;10650;Amont
6385;4393;168;16953;Aval
6386;4394;168;23136;Amont
6387;4395;169;23136;Aval
6388;4396;169;140579;Amont
6389;4397;170;23136;Aval
6390;4398;170;140579;Amont
6391;4399;2250;54580;Aval
6392;4400;2250;55229;Amont
6393;4401;2251;54637;Aval
6394;4402;2251;55195;Amont
6395;4403;2252;70987;Aval
6396;4404;2252;72069;Amont
6397;4405;2253;101085;Aval
6398;4406;2253;102125;Amont
6399;4407;2254;142350;Aval
6400;4408;2254;143194;Amont
6401;4409;2255;142207;Aval
6402;4410;2255;142809;Amont
6403;4411;2256;54637;Aval
6404;4412;2256;55197;Amont
6405;4413;2257;142298;Aval
6406;4414;2257;142840;Amont
6407;4415;2258;54595;Aval
6408;4416;2258;55230;Amont
6409;4417;2259;54580;Aval
6410;4418;2259;55195;Amont
6411;4419;2260;9648;Aval
6412;4420;2260;10425;Amont
6413;4421;2261;27850;Aval
6414;4422;2261;27940;Amont
6415;4423;2262;28563;Aval
6416;4424;2262;28600;Amont
6417;4425;2263;46262;Aval
6418;4426;2263;46303;Amont
6419;4427;2264;51234;Aval
6420;4428;2264;51270;Amont
6421;4429;2265;54485;Aval
6422;4430;2265;54530;Amont
6423;4431;2266;54550;Aval
6424;4432;2266;54580;Amont
6425;4433;2267;55231;Aval
6426;4434;2267;55294;Amont
6427;4435;2268;55230;Aval
6428;4436;2268;55465;Amont
6429;4437;2269;55363;Aval
6430;4438;2269;55407;Amont
6431;4439;2270;55465;Aval
6432;4440;2270;55510;Amont
6433;4441;2271;56106;Aval
6434;4442;2271;56160;Amont
6435;4443;2272;57207;Aval
6436;4444;2272;57276;Amont
6437;4445;2273;70913;Aval
6438;4446;2273;70975;Amont
6439;4447;2274;70987;Aval
6440;4448;2274;71070;Amont
6441;4449;2275;72069;Aval
6442;4450;2275;72098;Amont
6443;4451;2276;72145;Aval
6444;4452;2276;72227;Amont
6445;4453;2277;94066;Aval
6446;4454;2277;94140;Amont
6447;4455;2278;94603;Aval
6448;4456;2278;94743;Amont
6449;4457;2279;100990;Aval
6450;4458;2279;101060;Amont
6451;4459;2280;102300;Aval
6452;4460;2280;102405;Amont
6453;4461;2281;126567;Aval
6454;4462;2281;126629;Amont
6455;4463;2282;139484;Aval
6456;4464;2282;139515;Amont
6457;4465;2283;140683;Aval
6458;4466;2283;140751;Amont
6459;4467;2284;142897;Aval
6460;4468;2284;142950;Amont
6461;4469;2285;142950;Aval
6462;4470;2285;143004;Amont
6463;4471;2286;143070;Aval
6464;4472;2286;143114;Amont
6465;4473;2287;149207;Aval
6466;4474;2287;149245;Amont
6467;4475;2288;149677;Aval
6468;4476;2288;149714;Amont
6469;4477;2289;159920;Aval
6470;4478;2289;159980;Amont
6471;4479;2290;175085;Aval
6472;4480;2290;175120;Amont
6473;4481;2291;175560;Aval
6474;4482;2291;175600;Amont
6475;4483;2292;183087;Aval
6476;4484;2292;183114;Amont
6477;4485;2293;194973;Aval
6478;4486;2293;195001;Amont
6479;4487;2294;195786;Aval
6480;4488;2294;195848;Amont
6481;4489;2295;205750;Aval
6482;4490;2295;205911;Amont
6483;4491;9297;140579;Aval
6484;4492;9297;142290;Amont
6485;4493;9298;142307;Aval
6486;4494;9298;206670;Amont
6487;4495;9300;140579;Aval
6488;4496;9300;209272;Amont
6489;4497;1298;139667;Aval
6490;4498;1298;140645;Amont
6491;4499;1299;139667;Aval
6492;4500;1299;140684;Amont
6493;4501;2296;140460;Aval
6494;4502;2296;140650;Amont
6495;4503;2297;140550;Aval
6496;4504;2297;140684;Amont
6497;4505;1300;141993;Aval
6498;4506;1300;142535;Amont
6499;4507;1301;141993;Aval
6500;4508;1301;142535;Amont
6501;4509;171;72069;Aval
6502;4510;171;74120;Amont
6503;4511;172;2423;Aval
6504;4512;172;34570;Amont
6505;4513;2298;15913;Aval
6506;4514;2298;16773;Amont
6507;4515;173;168;Aval
6508;4516;173;41600;Amont
6509;4517;2299;28040;Aval
6510;4518;2299;28621;Amont
6511;4519;2300;40259;Aval
6512;4520;2300;41036;Amont
6513;4521;174;60000;Aval
6514;4522;174;60995;Amont
6515;4523;175;779;Aval
6516;4524;175;27640;Amont
6517;4525;176;826;Aval
6518;4526;176;27590;Amont
6519;4527;2301;26560;Aval
6520;4528;2301;27590;Amont
6521;4529;2302;26610;Aval
6522;4530;2302;27550;Amont
6523;4531;2303;26500;Aval
6524;4532;2303;26559;Amont
6525;4533;2304;27590;Aval
6526;4534;2304;27640;Amont
6527;4535;9390;14014;Aval
6528;4536;9390;14052;Amont
6529;4537;177;85;Aval
6530;4538;177;5630;Amont
6531;4539;61;31300;Amont
6532;4540;178;115220;Amont
6533;976;179;114836;Amont
6534;4542;2305;55694;Aval
6535;4543;2305;57340;Amont
6536;4544;2312;30870;Aval
6537;4545;2313;55694;Aval
6538;4546;2313;55844;Amont
6539;4547;2314;81500;Aval
6540;4548;2314;81915;Amont
6541;4549;2315;56882;Aval
6542;4550;2315;57340;Amont
6543;4551;2316;81500;Aval
6544;4552;2316;81558;Amont
6545;4553;2332;81615;Amont
6546;4554;182;1412;Amont
6547;4555;183;286575;Amont
6548;4556;184;113388;Aval
6549;4557;9583;7000;Aval
6550;976;9583;61637;Aval
6551;4540;9584;61253;Aval
6552;15160;954;603114;Amont
6553;15160;954;603114;Aval
6554;4562;9683;7000;Aval
6555;4563;9683;9300;Amont
6556;15159;955;603046;Amont
6557;15159;955;603046;Aval
6558;15149;955;552031;Amont
6559;15149;955;552031;Aval
6560;4568;9646;8896;Aval
6561;4569;9646;8968;Amont
6562;15150;6822;552152;Amont
6563;15150;6822;552152;Aval
6564;1706;954;551998;Amont
6565;1706;954;551998;Aval
6566;4575;9665;7400;Amont
6567;4575;9666;7400;Aval
6568;4576;9666;9642;Amont
6569;1706;5955;551998;Aval
6570;1707;6822;552108;Amont
6571;1707;6822;552108;Aval
6572;1707;5955;552108;Amont
6573;15151;955;552917;Amont
6574;15151;955;552917;Aval
6575;15154;954;553100;Amont
6576;15154;954;553100;Aval
6577;15153;6822;552994;Amont
6578;15153;6822;552994;Aval
6579;15152;6822;552993;Amont
6580;15152;6822;552993;Aval
6581;1754;6822;553040;Amont
6582;1754;6822;553040;Aval
6583;1754;5960;553040;Aval
6584;1755;955;553147;Amont
6585;1755;955;553147;Aval
6586;1755;5960;553147;Amont
6587;15155;955;574039;Amont
6588;4596;9747;65000;Aval
6589;15155;955;574039;Aval
6590;4598;9756;63100;Aval
6591;4599;9756;65000;Amont
6592;4600;9735;61951;Aval
6593;4601;9744;62500;Amont
6594;4602;9745;62500;Amont
6595;4603;9754;62556;Amont
6596;15156;954;574122;Amont
6597;4605;9670;9700;Amont
6598;4606;9680;9477;Aval
6599;4607;9593;0;Aval
6600;4608;9593;108583;Amont
6601;4609;9594;0;Aval
6602;4610;9597;999999;Amont
6603;4611;9609;999999;Amont
6604;4612;9610;999999;Amont
6605;4613;9614;36085;Aval
6606;4614;9614;36172;Amont
6607;4615;9630;0;Aval
6608;4616;9631;0;Aval
6609;4617;185;4450;Aval
6610;4618;185;20995;Amont
6611;4619;186;770;Aval
6612;4620;186;4450;Amont
6613;4621;187;840;Aval
6614;4622;187;4450;Amont
6615;4623;188;348080;Aval
6616;4624;188;363180;Amont
6617;4625;189;339800;Aval
6618;4626;189;346990;Amont
6619;4627;190;339800;Aval
6620;4628;190;346990;Amont
6621;4629;2335;361860;Aval
6622;4630;2335;362870;Amont
6623;4631;2336;362480;Aval
6624;4632;2336;362520;Amont
6625;4633;191;27640;Aval
6626;4634;191;50986;Amont
6627;4635;192;27590;Aval
6628;4636;192;50986;Amont
6629;4637;2337;50167;Aval
6630;4638;2337;50207;Amont
6631;4639;1303;142519;Aval
6632;4640;1303;150521;Amont
6633;4641;1304;142519;Aval
6634;4642;1304;150521;Amont
6635;4643;2338;142587;Aval
6636;4644;2338;142652;Amont
6637;4645;2339;142655;Aval
6638;4646;2339;142707;Amont
6639;4647;2340;150231;Aval
6640;4648;2340;150279;Amont
6641;4649;35;110393;Aval
6642;4650;36;39650;Amont
6643;4651;37;38703;Aval
6644;4652;38;111250;Amont
6645;4653;2346;74680;Aval
6646;4654;2347;142300;Aval
6647;4655;2348;181892;Aval
6648;4656;2349;207994;Aval
6649;4657;2350;143960;Amont
6650;4658;2351;183581;Amont
6651;4659;2352;209657;Amont
6652;4660;195;977;Amont
6653;4661;196;654;Amont
6654;4662;197;10687;Amont
6655;4663;198;9626;Amont
6656;4664;199;0;Aval
6657;15156;954;574122;Aval
6658;15123;954;574185;Amont
6659;15123;954;574185;Aval
6660;4668;33;47298;Amont
6661;4669;34;26483;Amont
6662;15127;955;574179;Amont
6663;15127;955;574179;Aval
6664;4672;2383;33116;Amont
6665;15124;954;575229;Amont
6666;4674;2386;33116;Amont
6667;4675;2389;33000;Amont
6668;4676;2392;3600;Amont
6669;15124;954;575229;Aval
6670;15128;955;575199;Amont
6671;4679;9577;0;Aval
6672;4680;9578;0;Aval
6673;4681;200;140474;Aval
6674;4682;200;174150;Amont
6675;4683;201;94168;Aval
6676;4684;201;96009;Amont
6677;4685;202;115970;Aval
6678;4686;202;117287;Amont
6679;4687;203;140462;Aval
6680;4688;203;195664;Amont
6681;4689;204;2688;Aval
6682;4690;204;94168;Amont
6683;4691;205;96009;Aval
6684;4692;205;115970;Amont
6685;4693;206;117287;Aval
6686;4694;206;138880;Amont
6687;4695;207;2688;Aval
6688;4696;207;94168;Amont
6689;4697;208;96009;Aval
6690;4698;208;115970;Amont
6691;4699;209;117287;Aval
6692;4700;209;138880;Amont
6693;4701;1310;2910;Aval
6694;4702;1310;25970;Amont
6695;4703;1311;3320;Aval
6696;4704;1311;26510;Amont
6697;4705;1312;26510;Aval
6698;4706;1312;26870;Amont
6699;4707;1313;60400;Aval
6700;4708;1313;61430;Amont
6701;4709;1314;26510;Aval
6702;4710;1314;26870;Amont
6703;4711;1315;60370;Aval
6704;4712;1315;61000;Amont
6705;4713;1316;60580;Aval
6706;4714;1316;60950;Amont
6707;4715;1317;2688;Aval
6708;4716;1317;3770;Amont
6709;4717;1318;9840;Aval
6710;4718;1318;10420;Amont
6711;4719;1319;9752;Aval
6712;4720;1319;10420;Amont
6713;4721;1320;9752;Aval
6714;4722;1320;10630;Amont
6715;4723;1321;9400;Aval
6716;4724;1321;9752;Amont
6717;4725;1322;9366;Aval
6718;4726;1322;9772;Amont
6719;4727;1323;9316;Aval
6720;4728;1323;9818;Amont
6721;4729;1324;9731;Aval
6722;4730;1324;13087;Amont
6723;4731;2406;2550;Aval
6724;4732;2406;3360;Amont
6725;4733;2407;2500;Aval
6726;4734;2407;3280;Amont
6727;4735;2408;104030;Aval
6728;4736;2408;104600;Amont
6729;4737;2409;9772;Aval
6730;4738;2409;10796;Amont
6731;4739;2410;9818;Aval
6732;4740;2410;10760;Amont
6733;4741;2411;10796;Aval
6734;4742;2411;11734;Amont
6735;4743;2412;10760;Aval
6736;4744;2412;11886;Amont
6737;4745;2413;11886;Aval
6738;4746;2413;12330;Amont
6739;4747;2414;12330;Aval
6740;4748;2414;13157;Amont
6741;4749;2416;163306;Aval
6742;4750;2416;164215;Amont
6743;4751;2417;9452;Aval
6744;4752;2417;9731;Amont
6745;4753;2418;2852;Aval
6746;4754;2418;2965;Amont
6747;4755;2419;3340;Aval
6748;4756;2419;3360;Amont
6749;4757;2420;3320;Aval
6750;4758;2420;3450;Amont
6751;4759;2421;3340;Aval
6752;4760;2421;3360;Amont
6753;4761;2422;3380;Aval
6754;4762;2422;3400;Amont
6755;4763;2423;3720;Aval
6756;4764;2423;3860;Amont
6757;4765;2424;3720;Aval
6758;4766;2424;3860;Amont
6759;4767;2425;3830;Aval
6760;4768;2425;4000;Amont
6761;4769;2426;3900;Aval
6762;4770;2426;3988;Amont
6763;4771;2427;3923;Aval
6764;4772;2427;3990;Amont
6765;4773;2428;5180;Aval
6766;4774;2428;5250;Amont
6767;4775;2429;8860;Aval
6768;4776;2429;8920;Amont
6769;4777;2430;9140;Aval
6770;4778;2430;9180;Amont
6771;4779;2431;9316;Aval
6772;4780;2431;9452;Amont
6773;4781;2432;9506;Aval
