ID;NOM;TYPE;FREQUENCE;COMPENSATION;POINTS;PAS_REEL;ICC_MIN;N_FUITE_LONG_ARR;CALCUL_CONFORME;I_FUITE_MAX;DIAPHONIE_MAX
5060;z1541;SEI;1700;P_VARIABLE;30;60;800;320;1;160;320
5061;z1545;SEI;2300;P_VARIABLE;20;77.89;800;320;1;160;320
5062;z1549;SEI;1700;P_VARIABLE;23;60;800;320;1;160;320
5063;z1553;SEI;2300;P_VARIABLE;19;80;800;320;1;160;320
5064;z1557A;SEI;1700;P_VARIABLE;6;57.4;800;320;1;160;320
5065;z1557B;SEI;2300;P_VARIABLE;13;80.66;800;320;1;160;320
5066;z1561;SEI;1700;P_VARIABLE;25;58.75;800;320;1;160;320
5067;z1565A;SEI;2300;P_VARIABLE;7;85.83;800;320;1;160;320
5068;z1565B;SEI;1700;P_VARIABLE;26;61;800;320;1;160;320
5069;z1573A;SEI;2300;P_VARIABLE;5;76.25;800;320;1;160;320
5070;z1573B;SEI;1700;P_VARIABLE;23;60;800;320;1;160;320
5071;z1603A;SEI;2300;P_VARIABLE;7;82.83;800;320;1;160;320
5072;z1603B;SEI;1700;P_VARIABLE;11;57.8;800;320;1;160;320
5073;z1621A;SEI;2300;P_VARIABLE;3;93;800;320;1;160;320
5074;z1621B;SEI;1700;P_VARIABLE;9;56.75;800;320;1;160;320
5075;z1621C;SEI;2300;P_VARIABLE;6;87.8;800;320;1;160;320
5076;z1633A;SEI;1700;P_VARIABLE;6;57.4;800;320;1;160;320
5077;z1633B;SEI;2300;P_VARIABLE;14;79.38;800;320;1;160;320
5078;z1641A;SEI;1700;P_VARIABLE;9;61.25;800;320;1;160;320
5079;z1641B;SEI;2300;P_VARIABLE;21;81.7;800;320;1;160;320
5080;z1645;SEI;1700;P_VARIABLE;25;60.95;800;320;1;160;320
5081;z1621D;SEI;2300;P_VARIABLE;2;72;800;320;1;160;320
5082;z1649A;SEI;2300;P_VARIABLE;14;78.61;800;320;1;160;320
5083;z1649B;SEI;1700;P_VARIABLE;22;58.66;800;320;1;160;320
5084;z1657;SEI;2300;P_VARIABLE;16;82.46;800;320;1;160;320
5085;z1661;SEI;1700;P_VARIABLE;19;61.44;800;320;1;160;320
5086;z1665;SEI;2300;P_VARIABLE;17;78.68;800;320;1;160;320
5087;z1669;SEI;1700;P_VARIABLE;33;60.87;800;320;1;160;320
5088;z1673A;SEI;2300;P_VARIABLE;25;80;800;320;1;160;320
5089;z1673B;SEI;1700;P_VARIABLE;8;56.14;800;320;1;160;320
5090;z1745;SEI;2300;P_VARIABLE;19;80.55;800;320;1;160;320
5091;z1749;SEI;1700;P_VARIABLE;29;60;800;320;1;160;320
5092;z1753;SEI;2300;P_VARIABLE;22;80;800;320;1;160;320
5093;z1757;SEI;1700;P_VARIABLE;27;60;800;320;1;160;320
5094;z1761;SEI;2300;P_VARIABLE;20;81.57;800;320;1;160;320
5095;z1765;SEI;1700;P_VARIABLE;27;60;800;320;1;160;320
5096;z1769;SEI;2300;P_VARIABLE;20;81.57;800;320;1;160;320
5097;z1773;SEI;1700;P_VARIABLE;27;60;800;320;1;160;320
5098;z1777;SEI;2300;P_VARIABLE;18;80;800;320;1;160;320
5099;z1781A;SEI;1700;P_VARIABLE;8;55.71;800;320;1;160;320
5100;z1781B;SEI;2300;P_VARIABLE;12;81.81;800;320;1;160;320
5101;z1785A;SEI;1700;P_VARIABLE;16;61.86;800;320;1;160;320
5102;z1785B;SEI;2300;P_VARIABLE;4;91.33;800;320;1;160;320
5103;z1789;SEI;1700;P_VARIABLE;24;60;800;320;1;160;320
5104;z1793;SEI;2300;P_VARIABLE;22;80;800;320;1;160;320
5105;z1797;SEI;1700;P_VARIABLE;26;60;800;320;1;160;320
5106;z1803A;SEI;2300;P_VARIABLE;9;83.87;800;320;1;160;320
5107;z1803B;SEI;1700;P_VARIABLE;12;57.36;800;320;1;160;320
5108;z1833A;SEI;2300;P_VARIABLE;7;73.33;800;320;1;160;320
5109;z1833B;SEI;1700;P_VARIABLE;15;60;800;320;1;160;320
5110;z1837A;SEI;2300;P_VARIABLE;13;81.91;800;320;1;160;320
5111;z1837B;SEI;1700;P_VARIABLE;7;64.66;800;320;1;160;320
5112;z1903A;SEI;2300;P_VARIABLE;5;78;800;320;1;160;320
5113;z1903B;SEI;1700;P_VARIABLE;5;59.25;800;320;1;160;320
5114;z1903C;SEI;2300;P_VARIABLE;9;82.87;800;320;1;160;320
5115;z1933;SEI;1700;P_VARIABLE;29;60;800;320;1;160;320
5116;z1941;SEI;2300;P_VARIABLE;22;80;800;320;1;160;320
5117;z1945;SEI;1700;P_VARIABLE;29;60;800;320;1;160;320
5118;z1903D;SEI;2300;P_VARIABLE;10;84;800;320;1;160;320
5119;z1903E;SEI;1700;P_VARIABLE;2;52;800;320;1;160;320
5120;z1903F;SEI;2300;P_VARIABLE;2;86;800;320;1;160;320
5121;z1953;SEI;2300;P_VARIABLE;21;80;800;320;1;160;320
5122;z1957;SEI;1700;P_VARIABLE;28;60;800;320;1;160;320
5123;z1961;SEI;2300;P_VARIABLE;21;80;800;320;1;160;320
5124;z1965;SEI;1700;P_VARIABLE;28;60;800;320;1;160;320
5125;z1969;SEI;2300;P_VARIABLE;21;80;800;320;1;160;320
5126;z1973;SEI;1700;P_VARIABLE;28;60.92;800;320;1;160;320
5127;z2049;SEI;1700;P_VARIABLE;28;60;800;320;1;160;320
5128;z2053;SEI;2300;P_VARIABLE;21;78;800;320;1;160;320
5129;z2057;SEI;1700;P_VARIABLE;34;60;800;320;1;160;320
5130;z2061;SEI;2300;P_VARIABLE;23;78.45;800;320;1;160;320
5131;z2065;SEI;1700;P_VARIABLE;27;58.84;800;320;1;160;320
5132;z2069;SEI;2300;P_VARIABLE;21;81.85;800;320;1;160;320
5133;z2073;SEI;1700;P_VARIABLE;28;60;800;320;1;160;320
5134;z2077;SEI;2300;P_VARIABLE;21;80;800;320;1;160;320
5135;z2103A;SEI;1700;P_VARIABLE;11;61.3;800;320;1;160;320
5136;z2103B;SEI;2300;P_VARIABLE;5;75.5;800;320;1;160;320
5137;z2103C;SEI;1700;P_VARIABLE;6;64.2;800;320;1;160;320
5138;z2103D;SEI;2300;P_VARIABLE;3;92;800;320;1;160;320
5139;z2133;SEI;1700;P_VARIABLE;29;59.1;800;320;1;160;320
5140;z2141;SEI;2300;P_VARIABLE;23;80;800;320;1;160;320
5141;z2145;SEI;1700;P_VARIABLE;32;59.03;800;320;1;160;320
5142;z2149;SEI;2300;P_VARIABLE;23;80.68;800;320;1;160;320
5143;z2153;SEI;1700;P_VARIABLE;29;60;800;320;1;160;320
5144;z2157;SEI;2300;P_VARIABLE;23;80;800;320;1;160;320
5145;z2161;SEI;1700;P_VARIABLE;30;60.68;800;320;1;160;320
5146;z2165;SEI;2300;P_VARIABLE;17;79.31;800;320;1;160;320
5147;z2169;SEI;1700;P_VARIABLE;24;60;800;320;1;160;320
5148;z2173;SEI;2300;P_VARIABLE;19;80;800;320;1;160;320
5149;z2177;SEI;1700;P_VARIABLE;25;59.16;800;320;1;160;320
5150;z2241;SEI;2300;P_VARIABLE;21;80;800;320;1;160;320
5151;z2245;SEI;1700;P_VARIABLE;29;59;800;320;1;160;320
5152;z2249A;SEI;2300;P_VARIABLE;8;79.28;800;320;1;160;320
5153;z2249B;SEI;1700;P_VARIABLE;20;58.47;800;320;1;160;320
5154;z2253;SEI;2300;P_VARIABLE;27;80;800;320;1;160;320
5155;z2261;SEI;1700;P_VARIABLE;36;60.71;800;320;1;160;320
5156;z2265;SEI;2300;P_VARIABLE;22;80;800;320;1;160;320
5157;z2269;SEI;1700;P_VARIABLE;29;61.03;800;320;1;160;320
5158;z2273;SEI;2300;P_VARIABLE;23;80.72;800;320;1;160;320
5159;z2303A;SEI;1700;P_VARIABLE;5;66.75;800;320;1;160;320
5160;z2303B;SEI;2300;P_VARIABLE;4;82.33;800;320;1;160;320
5161;z2303C;SEI;1700;P_VARIABLE;6;64.4;800;320;1;160;320
5162;z2303D;SEI;2300;P_VARIABLE;5;75.5;800;320;1;160;320
5163;z2303E;SEI;1700;P_VARIABLE;6;63.2;800;320;1;160;320
5164;z2333;SEI;2300;P_VARIABLE;24;80.86;800;320;1;160;320
5165;z2341;SEI;1700;P_VARIABLE;32;60;800;320;1;160;320
5166;z2345A;SEI;2300;P_VARIABLE;6;82.2;800;320;1;160;320
5167;z2345B;SEI;1700;P_VARIABLE;25;61.16;800;320;1;160;320
5168;z2349;SEI;2300;P_VARIABLE;23;81.5;800;320;1;160;320
5169;z2353;SEI;1700;P_VARIABLE;36;59.53;800;320;1;160;320
5170;z2361;SEI;2300;P_VARIABLE;24;78.26;800;320;1;160;320
5171;z2365;SEI;1700;P_VARIABLE;31;60.66;800;320;1;160;320
5172;z2369;SEI;2300;P_VARIABLE;24;78.47;800;320;1;160;320
5173;z2373;SEI;1700;P_VARIABLE;31;60;800;320;1;160;320
5174;z2377;SEI;2300;P_VARIABLE;22;81.47;800;320;1;160;320
5175;z2381;SEI;1700;P_VARIABLE;25;58.87;800;320;1;160;320
5176;z2385;SEI;2300;P_VARIABLE;19;80.88;800;320;1;160;320
5177;z2389;SEI;1700;P_VARIABLE;27;59;800;320;1;160;320
5178;z2393;SEI;2300;P_VARIABLE;16;77.93;800;320;1;160;320
5179;z2397;SEI;1700;P_VARIABLE;24;59.26;800;320;1;160;320
5180;z2403A;SEI;2300;P_VARIABLE;5;86.5;800;320;1;160;320
5181;z2403B;SEI;1700;P_VARIABLE;11;61.9;800;320;1;160;320
5182;z2403C;SEI;2300;P_VARIABLE;4;69.33;800;320;1;160;320
5183;z2433;SEI;1700;P_VARIABLE;27;59.3;800;320;1;160;320
5184;z2641;SEI;1700;P_VARIABLE;25;61.12;800;320;1;160;320
5185;z2645;SEI;2300;P_VARIABLE;17;78.75;800;320;1;160;320
5186;z2649;SEI;1700;P_VARIABLE;29;60.67;800;320;1;160;320
5187;z2653;SEI;2300;P_VARIABLE;17;80;800;320;1;160;320
5188;z2657;SEI;1700;P_VARIABLE;24;58.95;800;320;1;160;320
5189;z2661;SEI;2300;P_VARIABLE;20;80;800;320;1;160;320
5190;z2665;SEI;1700;P_VARIABLE;28;60.74;800;320;1;160;320
5191;z7523;SEI;1700;P_VARIABLE;33;60.75;800;320;1;160;320
5192;z7527;SEI;2300;P_VARIABLE;16;81.2;800;320;1;160;320
5193;z7535A;SEI;1700;P_VARIABLE;14;60.92;800;320;1;160;320
5194;z7535B;SEI;2300;P_VARIABLE;3;87;800;320;1;160;320
5195;z7535C;SEI;1700;P_VARIABLE;0;0;800;320;1;160;320
5196;z7535D;SEI;2300;P_VARIABLE;3;72;800;320;1;160;320
5197;z7551A;SEI;1700;P_VARIABLE;5;58.25;800;320;1;160;320
5198;z7551B;SEI;2300;P_VARIABLE;5;77;800;320;1;160;320
5199;z7551C;SEI;1700;P_VARIABLE;11;61.7;800;320;1;160;320
5200;z7559;SEI;2300;P_VARIABLE;23;78.36;800;320;1;160;320
5201;z7539A;SEI;2000;P_VARIABLE;17;58.37;800;320;1;160;320
5202;z7539B;SEI;2600;P_VARIABLE;3;76;800;320;1;160;320
5203;z7531;SEI;2300;P_VARIABLE;17;80.81;800;320;1;160;320
5204;z7541A;SEI;1700;P_VARIABLE;15;61.78;800;320;1;160;320
5205;z7541B;SEI;2300;P_VARIABLE;9;76.87;800;320;1;160;320
5206;z7549;SEI;1700;P_VARIABLE;5;54;800;320;1;160;320
5207;z1481A;SEI;1700;P_VARIABLE;5;53.5;800;320;1;160;320
5208;z1481B;SEI;2300;P_VARIABLE;19;78.88;800;320;1;160;320
5209;z1481C;SEI;1700;P_VARIABLE;5;59;800;320;1;160;320
5210;z1485A;SEI;2300;P_VARIABLE;13;81.33;800;320;1;160;320
5211;z1485B;SEI;1700;P_VARIABLE;12;61.63;800;320;1;160;320
5212;z1503A;SEI;2300;P_VARIABLE;11;77.4;800;320;1;160;320
5213;z1503B;SEI;1700;P_VARIABLE;8;56.28;800;320;1;160;320
5214;z1503C;SEI;2300;P_VARIABLE;0;0;800;320;1;160;320
5215;z1503D;SEI;1700;P_VARIABLE;4;64;800;320;1;160;320
5216;z1525A;SEI;2300;P_VARIABLE;0;0;800;320;1;160;320
5217;z1525B;SEI;1700;P_VARIABLE;9;62.5;800;320;1;160;320
5218;z1525C;SEI;2300;P_VARIABLE;6;79;800;320;1;160;320
5219;z1525D;SEI;1700;P_VARIABLE;6;60;800;320;1;160;320
5220;z1533;SEI;2300;P_VARIABLE;19;80;800;320;1;160;320
5221;z1503E;SEI;2300;P_VARIABLE;2;88;800;320;1;160;320
5222;z1503F;SEI;1700;P_VARIABLE;9;56.5;800;320;1;160;320
5223;z1527;SEI;2300;P_VARIABLE;2;70;800;320;1;160;320
5224;z1681;SEI;2300;P_VARIABLE;19;78.22;800;320;1;160;320
5225;z1685;SEI;1700;P_VARIABLE;27;60;800;320;1;160;320
5226;z1703A;SEI;2300;P_VARIABLE;7;81.66;800;320;1;160;320
5227;z1703B;SEI;1700;P_VARIABLE;5;61.25;800;320;1;160;320
5228;z1703C;SEI;2300;P_VARIABLE;0;0;800;320;1;160;320
5229;z1703D;SEI;1700;P_VARIABLE;6;55.6;800;320;1;160;320
5230;z1709A;SEI;2300;P_VARIABLE;8;80;800;320;1;160;320
5231;z1709B;SEI;1700;P_VARIABLE;5;61.75;800;320;1;160;320
5232;z1709C;SEI;2300;P_VARIABLE;0;0;800;320;1;160;320
5233;z1709D;SEI;1700;P_VARIABLE;6;56.4;800;320;1;160;320
5234;z1725A;SEI;2300;P_VARIABLE;0;0;800;320;1;160;320
5235;z1725B;SEI;1700;P_VARIABLE;14;60;800;320;1;160;320
5236;z1725C;SEI;2300;P_VARIABLE;6;80;800;320;1;160;320
5237;z1733;SEI;1700;P_VARIABLE;26;60;800;320;1;160;320
5238;z1713A;SEI;2300;P_VARIABLE;2;77;800;320;1;160;320
5239;z1713B;SEI;1700;P_VARIABLE;9;57.5;800;320;1;160;320
5240;z1727;SEI;2300;P_VARIABLE;2;76;800;320;1;160;320
5241;z1725D;SEI;2300;P_VARIABLE;3;83;800;320;1;160;320
5242;z1977;SEI;2300;P_VARIABLE;21;80;800;320;1;160;320
5243;z1981;SEI;1700;P_VARIABLE;28;60;800;320;1;160;320
5244;z2003A;SEI;2300;P_VARIABLE;11;78.7;800;320;1;160;320
5245;z2003B;SEI;1700;P_VARIABLE;8;56.42;800;320;1;160;320
5246;z2003C;SEI;2300;P_VARIABLE;0;0;800;320;1;160;320
5247;z2003D;SEI;1700;P_VARIABLE;4;64;800;320;1;160;320
5248;z2025A;SEI;2300;P_VARIABLE;0;0;800;320;1;160;320
5249;z2025B;SEI;1700;P_VARIABLE;9;62.37;800;320;1;160;320
5250;z2025C;SEI;2300;P_VARIABLE;3;73;800;320;1;160;320
5251;z2025D;SEI;1700;P_VARIABLE;10;59;800;320;1;160;320
5252;z2033;SEI;2300;P_VARIABLE;21;80;800;320;1;160;320
5253;z2041;SEI;1700;P_VARIABLE;28;60.74;800;320;1;160;320
5254;z2045;SEI;2300;P_VARIABLE;21;79;800;320;1;160;320
5255;z2003E;SEI;2300;P_VARIABLE;2;87;800;320;1;160;320
5256;z2003F;SEI;1700;P_VARIABLE;9;56.5;800;320;1;160;320
5257;z2027;SEI;2300;P_VARIABLE;2;69;800;320;1;160;320
5258;z2181;SEI;2300;P_VARIABLE;15;78.78;800;320;1;160;320
5259;z2185;SEI;1700;P_VARIABLE;29;59.07;800;320;1;160;320
5260;z2189;SEI;2300;P_VARIABLE;19;78.94;800;320;1;160;320
5261;z2203A;SEI;1700;P_VARIABLE;5;60.75;800;320;1;160;320
5262;z2203B;SEI;2300;P_VARIABLE;7;84;800;320;1;160;320
5263;z2203C;SEI;1700;P_VARIABLE;0;0;800;320;1;160;320
5264;z2203D;SEI;2300;P_VARIABLE;4;87.33;800;320;1;160;320
5265;z2225A;SEI;1700;P_VARIABLE;0;0;800;320;1;160;320
5266;z2225B;SEI;2300;P_VARIABLE;9;75.5;800;320;1;160;320
5267;z2225C;SEI;1700;P_VARIABLE;0;0;800;320;1;160;320
5268;z2225D;SEI;2300;P_VARIABLE;3;91;800;320;1;160;320
5269;z2233;SEI;1700;P_VARIABLE;27;60.69;800;320;1;160;320
5270;z2237A;SEI;2300;P_VARIABLE;4;68;800;320;1;160;320
5271;z2237B;SEI;1700;P_VARIABLE;25;60;800;320;1;160;320
5272;z2215A;SEI;1700;P_VARIABLE;2;74;800;320;1;160;320
5273;z2215B;SEI;2300;P_VARIABLE;6;84.6;800;320;1;160;320
5274;z2227;SEI;1700;P_VARIABLE;3;50;800;320;1;160;320
5275;z2503A;SEI;2300;P_VARIABLE;6;81.4;800;320;1;160;320
5276;z2503B;SEI;1700;P_VARIABLE;14;60;800;320;1;160;320
5277;z2503C;SEI;2300;P_VARIABLE;10;83.88;800;320;1;160;320
5278;z2503D;SEI;1700;P_VARIABLE;5;59.25;800;320;1;160;320
5279;z2503E;SEI;2300;P_VARIABLE;6;76.4;800;320;1;160;320
5280;z2523A;SEI;1700;P_VARIABLE;32;60;800;320;1;160;320
5281;z2523B;SEI;2300;P_VARIABLE;4;66.66;800;320;1;160;320
5282;z2555A;SEI;1700;P_VARIABLE;6;62.8;800;320;1;160;320
5283;z2555B;SEI;2300;P_VARIABLE;0;0;800;320;1;160;320
5284;z2555C;SEI;1700;P_VARIABLE;12;60;800;320;1;160;320
5285;z2563;SEI;2300;P_VARIABLE;20;81.84;800;320;1;160;320
5286;z2571;SEI;1700;P_VARIABLE;31;60;800;320;1;160;320
5287;z2503F;SEI;2300;P_VARIABLE;6;75;800;320;1;160;320
5288;z2525A;SEI;1700;P_VARIABLE;6;61.8;800;320;1;160;320
5289;z2525B;SEI;2300;P_VARIABLE;3;70;800;320;1;160;320
5290;z2525C;SEI;1700;P_VARIABLE;4;60;800;320;1;160;320
5291;z2525D;SEI;2300;P_VARIABLE;2;93;800;320;1;160;320
5292;z2525E;SEI;1700;P_VARIABLE;2;55;800;320;1;160;320
5293;z2525F;SEI;2300;P_VARIABLE;2;68;800;320;1;160;320
5294;z2535A;SEI;1700;P_VARIABLE;9;62.93;800;320;1;160;320
5295;z2535B;SEI;2300;P_VARIABLE;7;86;800;320;1;160;320
5296;z2525G;SEI;1700;P_VARIABLE;5;54;800;320;1;160;320
5297;z2525H;SEI;2300;P_VARIABLE;1;55;800;320;1;160;320
5298;z2525J;SEI;1700;P_VARIABLE;7;56.83;800;320;1;160;320
5299;z2525K;SEI;2300;P_VARIABLE;4;69;800;320;1;160;320
5300;z2575;SEI;2300;P_VARIABLE;28;80;800;320;1;160;320
5301;z2579;SEI;1700;P_VARIABLE;27;60;800;320;1;160;320
5302;z2603A;SEI;2300;P_VARIABLE;4;73.66;800;320;1;160;320
5303;z2603B;SEI;1700;P_VARIABLE;10;58.11;800;320;1;160;320
5304;z2603C;SEI;2300;P_VARIABLE;0;0;800;320;1;160;320
5305;z2603D;SEI;1700;P_VARIABLE;6;56.4;800;320;1;160;320
5306;z2625A;SEI;2300;P_VARIABLE;3;69;800;320;1;160;320
5307;z2625B;SEI;1700;P_VARIABLE;11;62.9;800;320;1;160;320
5308;z2625C;SEI;2300;P_VARIABLE;0;0;800;320;1;160;320
5309;z2625D;SEI;1700;P_VARIABLE;5;60.75;800;320;1;160;320
5310;z2633;SEI;2300;P_VARIABLE;17;78.68;800;320;1;160;320
5311;z2615A;SEI;2300;P_VARIABLE;3;53;800;320;1;160;320
5312;z2615B;SEI;1700;P_CONSTANT;9;57;800;320;1;160;320
5313;z2627;SEI;2300;P_VARIABLE;2;77;800;320;1;160;320
5314;z2669;SEI;2300;P_VARIABLE;21;78;800;320;1;160;320
5325;z2713G;SEI;1700;P_VARIABLE;3;57;800;320;1;160;320
5326;z2713H;SEI;2300;P_VARIABLE;14;80;800;320;1;160;320
5327;z2741A;SEI;1700;P_VARIABLE;24;60;800;320;1;160;320
5328;z2741B;SEI;2300;P_VARIABLE;11;79;800;320;1;160;320
5329;z7526;SEI;2600;P_VARIABLE;19;79;800;320;1;160;320
5330;z7534;SEI;2000;P_VARIABLE;28;60.66;800;320;1;160;320
5331;z7548C;SEI;2600;P_VARIABLE;16;80;800;320;1;160;320
5332;z7548B;SEI;2000;P_VARIABLE;4;67.33333333;800;320;1;160;320
5333;z7548A;SEI;2600;P_VARIABLE;2;94;800;320;1;160;320
5334;z7558C;SEI;2000;P_VARIABLE;5;58;800;320;1;160;320
5335;z7558B;SEI;2600;P_VARIABLE;5;77;800;320;1;160;320
5336;z7558A;SEI;2000;P_VARIABLE;15;58.64;800;320;1;160;320
5337;z7562;SEI;2600;P_VARIABLE;23;79.27;800;320;1;160;320
5338;z7548E;SEI;1700;P_VARIABLE;14;59.92;800;320;1;160;320
5340;z7548D;SEI;2300;P_VARIABLE;3;76;800;320;1;160;320
5341;z7542;SEI;2600;P_VARIABLE;23;80;800;320;1;160;320
5342;z7558D;SEI;2000;P_VARIABLE;5;65;800;320;1;160;320
5343;z1202;SEI;2000;P_VARIABLE;27;59.61538;800;320;1;160;320
5344;z1214E;SEI;2600;P_VARIABLE;4;78;800;320;1;160;320
5345;z1214D;SEI;2000;P_VARIABLE;4;58.33;800;320;1;160;320
5346;z1214C;SEI;2600;P_VARIABLE;0;0;800;320;1;160;320
5347;z1214B;SEI;2000;P_VARIABLE;8;56.42;800;320;1;160;320
5348;z1214A;SEI;2600;P_VARIABLE;0;0;800;320;1;160;320
5349;z1232D;SEI;2000;P_VARIABLE;4;65.66;800;320;1;160;320
5350;z1232C;SEI;2600;P_VARIABLE;3;70.5;800;320;1;160;320
5351;z1232B;SEI;2000;P_VARIABLE;8;57.71;800;320;1;160;320
5352;z1232A;SEI;2600;P_VARIABLE;13;78;800;320;1;160;320
5353;z1240B;SEI;2000;P_VARIABLE;4;69.66;800;320;1;160;320
5354;z1240A;SEI;2600;P_VARIABLE;17;81.31;800;320;1;160;320
5355;z1244B;SEI;2000;P_VARIABLE;7;60.66;800;320;1;160;320
5356;z1244A;SEI;2600;P_VARIABLE;16;81.4;800;320;1;160;320
5357;z1212;SEI;2600;P_VARIABLE;2;72;800;320;1;160;320
5358;z1232F;SEI;2000;P_VARIABLE;9;58;800;320;1;160;320
5359;z1232E;SEI;2600;P_VARIABLE;2;90;800;320;1;160;320
5360;z1268B;SEI;2600;P_VARIABLE;6;81.4;800;320;1;160;320
5361;z1268A;SEI;2000;P_VARIABLE;20;60;800;320;1;160;320
5362;z1302B;SEI;2600;P_VARIABLE;9;80.87;800;320;1;160;320
5363;z1302A;SEI;2000;P_VARIABLE;17;58.62;800;320;1;160;320
5364;z1332D;SEI;2600;P_VARIABLE;0;0;800;320;1;160;320
5365;z1332C;SEI;2000;P_VARIABLE;19;60;800;320;1;160;320
5366;z1332B;SEI;2600;P_VARIABLE;3;71;800;320;1;160;320
5367;z1332A;SEI;2000;P_VARIABLE;6;55.6;800;320;1;160;320
5368;z1340C;SEI;2600;P_VARIABLE;6;82.6;800;320;1;160;320
5369;z1340B;SEI;2000;P_VARIABLE;8;63.71;800;320;1;160;320
5370;z1340A;SEI;2600;P_VARIABLE;13;83.25;800;320;1;160;320
5371;z1344;SEI;2000;P_VARIABLE;28;60.74;800;320;1;160;320
5372;z1332G;SEI;2000;P_VARIABLE;9;58;800;320;1;160;320
5373;z1332F;SEI;2600;P_VARIABLE;1;64;800;320;1;160;320
5374;z1332E;SEI;2000;P_VARIABLE;3;52;800;320;1;160;320
5375;z1684B;SEI;2000;P_VARIABLE;18;58.35;800;320;1;160;320
5376;z1684A;SEI;2600;P_VARIABLE;7;75.66;800;320;1;160;320
5377;z1702B;SEI;2000;P_VARIABLE;20;60;800;320;1;160;320
5378;z1702A;SEI;2600;P_VARIABLE;0;0;800;320;1;160;320
5379;z1706C;SEI;2000;P_VARIABLE;10;62.66;800;320;1;160;320
5380;z1706B;SEI;2600;P_VARIABLE;4;74.66;800;320;1;160;320
5381;z1706A;SEI;2000;P_VARIABLE;8;62.14;800;320;1;160;320
5382;z1714C;SEI;2600;P_VARIABLE;11;80.5;800;320;1;160;320
5383;z1714B;SEI;2000;P_VARIABLE;5;61.75;800;320;1;160;320
5384;z1714A;SEI;2600;P_VARIABLE;0;0;800;320;1;160;320
5385;z1732F;SEI;2000;P_VARIABLE;6;56.4;800;320;1;160;320
5386;z1732E;SEI;2600;P_VARIABLE;0;0;800;320;1;160;320
5387;z1732D;SEI;2000;P_VARIABLE;6;58.4;800;320;1;160;320
5388;z1732C;SEI;2600;P_VARIABLE;4;72.66;800;320;1;160;320
5389;z1732B;SEI;2000;P_VARIABLE;5;53.5;800;320;1;160;320
5390;z1732A;SEI;2600;P_VARIABLE;4;83.33;800;320;1;160;320
5391;z1744;SEI;2000;P_VARIABLE;32;60;800;320;1;160;320
5392;z1712;SEI;2600;P_VARIABLE;2;77;800;320;1;160;320
5393;z1722B;SEI;2000;P_VARIABLE;9;57.5;800;320;1;160;320
5394;z1722A;SEI;2600;P_VARIABLE;2;76;800;320;1;160;320
5395;z1730;SEI;2600;P_VARIABLE;3;102;800;320;1;160;320
5396;z1740C;SEI;2000;P_VARIABLE;2;49;800;320;1;160;320
5397;z1740B;SEI;2600;P_VARIABLE;7;85.03;800;320;1;160;320
5398;z2184;SEI;2600;P_VARIABLE;28;80;800;320;1;160;320
5399;z2202;SEI;2000;P_VARIABLE;28;60;800;320;1;160;320
5400;z2214D;SEI;2600;P_VARIABLE;13;77.33;800;320;1;160;320
5401;z2214C;SEI;2000;P_VARIABLE;6;59;800;320;1;160;320
5402;z2214B;SEI;2600;P_VARIABLE;4;72;800;320;1;160;320
5403;z2214A;SEI;2000;P_VARIABLE;0;0;800;320;1;160;320
5404;z2232E;SEI;2600;P_VARIABLE;4;87.33;800;320;1;160;320
5405;z2232D;SEI;2000;P_VARIABLE;0;0;800;320;1;160;320
5406;z2232C;SEI;2600;P_VARIABLE;4;90.33;800;320;1;160;320
5407;z2232B;SEI;2000;P_VARIABLE;5;61;800;320;1;160;320
5408;z2232A;SEI;2600;P_VARIABLE;9;78.12;800;320;1;160;320
5409;z2236B;SEI;2000;P_VARIABLE;24;60;800;320;1;160;320
5410;z2236A;SEI;2600;P_VARIABLE;5;73.75;800;320;1;160;320
5411;z2240;SEI;2000;P_VARIABLE;24;58.91;800;320;1;160;320
5412;z2212;SEI;2000;P_VARIABLE;3;51;800;320;1;160;320
5413;z2222B;SEI;2600;P_VARIABLE;6;84.6;800;320;1;160;320
5414;z2222A;SEI;2000;P_VARIABLE;2;74;800;320;1;160;320
5415;z2506B;SEI;2600;P_VARIABLE;6;84.2;800;320;1;160;320
5416;z2506A;SEI;2000;P_VARIABLE;11;59.4;800;320;1;160;320
5417;z2514;SEI;2600;P_VARIABLE;15;79;800;320;1;160;320
5418;z2522B;SEI;2000;P_VARIABLE;5;59.25;800;320;1;160;320
5419;z2522A;SEI;2600;P_VARIABLE;11;77.7;800;320;1;160;320
5420;z2544;SEI;2000;P_VARIABLE;24;61.04;800;320;1;160;320
5421;z2562D;SEI;2600;P_VARIABLE;4;66.66;800;320;1;160;320
5422;z2562C;SEI;2000;P_VARIABLE;6;62.8;800;320;1;160;320
5423;z2562B;SEI;2600;P_VARIABLE;3;89;800;320;1;160;320
5424;z2562A;SEI;2000;P_VARIABLE;13;59.33;800;320;1;160;320
5425;z2570;SEI;2600;P_VARIABLE;26;80;800;320;1;160;320
5426;z2574;SEI;2000;P_VARIABLE;25;58.95;800;320;1;160;320
5427;z2520;SEI;2600;P_VARIABLE;3;82;800;320;1;160;320
5428;z2542E;SEI;2000;P_VARIABLE;2;55;800;320;1;160;320
5429;z2542D;SEI;2600;P_VARIABLE;2;77;800;320;1;160;320
