ID;NOM;TYPE;FREQUENCE;COMPENSATION;POINTS;PAS_REEL;ICC_MIN;N_FUITE_LONG_ARR;CALCUL_CONFORME;I_FUITE_MAX;DIAPHONIE_MAX
0;z5403E;TVM300;2300;P_VARIABLE;4;67;500;200;0;100;200
1;z1532D;TVM300;2000;P_CONSTANT;7;100;500;200;1;100;200
2;z1603A;TVM300;2300;P_CONSTANT;13;100;500;200;1;100;200
3;z1612C;TVM300;2600;P_CONSTANT;13;100;450;200;1;100;200
4;z1703A;TVM300;1700;P_CONSTANT;2;100;500;200;1;100;200
5;z1718B;TVM300;2000;P_CONSTANT;2;100;500;200;1;100;200
6;z4103A;TVM300;2300;P_CONSTANT;2;100;500;200;1;100;200
7;z4132D;TVM300;2000;P_CONSTANT;2;100;500;200;1;100;200
8;z4203A;TVM300;2300;P_CONSTANT;13;100;500;200;1;100;200
9;z4212D;TVM300;2600;P_CONSTANT;13;100;450;200;1;100;200
10;z4303B;TVM300;2300;P_CONSTANT;2;100;500;200;1;100;200
11;z4403A;TVM300;2300;P_CONSTANT;4;100;500;200;1;100;200
12;z4432D;TVM300;2600;P_CONSTANT;4;100;450;200;1;100;200
13;z4503A;TVM300;1700;P_CONSTANT;2;100;500;200;1;100;200
14;z4532F;TVM300;2600;P_CONSTANT;2;100;450;200;1;100;200
15;z1003B;TVM300;1700;P_CONSTANT;2;100;500;200;1;100;200
16;z1103A;TVM300;1700;P_CONSTANT;5;100;500;200;1;100;200
17;z1120D;TVM300;2000;P_CONSTANT;4;100;500;200;1;100;200
18;z1206C;TVM300;2600;P_CONSTANT;11;100;450;200;1;100;200
19;z1213A;TVM300;1700;P_CONSTANT;8;100;500;200;1;100;200
20;z1220C;TVM300;2600;P_CONSTANT;8;100;450;200;1;100;200
21;z1303A;TVM300;2300;P_CONSTANT;6;100;500;200;1;100;200
22;z1320D;TVM300;2000;P_CONSTANT;4;100;500;200;1;100;200
23;z1384A;TVM300;2000;P_CONSTANT;10;100;500;200;1;100;200
24;z1403A;TVM300;2300;P_CONSTANT;4;100;500;200;1;100;200
25;z1416E;TVM300;2000;P_CONSTANT;10;100;500;200;1;100;200
26;z1453A;TVM300;2300;P_CONSTANT;4;100;500;200;1;100;200
27;z1503B;TVM300;2300;P_CONSTANT;4;100;500;200;1;100;200
28;z1530C;TVM300;2000;P_CONSTANT;8;100;500;200;1;100;200
29;z1603A;TVM300;2300;P_CONSTANT;7;100;500;200;1;100;200
30;z1620B;TVM300;2600;P_CONSTANT;3;100;450;200;1;100;200
31;z1704C;TVM300;2000;P_CONSTANT;13;100;500;200;1;100;200
32;z1705A;TVM300;2300;P_CONSTANT;6;100;500;200;1;100;200
33;z1803A;TVM300;2300;P_CONSTANT;3;100;500;200;1;100;200
34;z1820E;TVM300;2600;P_CONSTANT;4;100;450;200;1;100;200
35;z1873A;TVM300;1700;P_CONSTANT;16;100;500;200;1;100;200
36;z1903A;TVM300;2300;P_CONSTANT;5;100;500;200;1;100;200
37;z1916B;TVM300;2000;P_CONSTANT;6;100;500;200;1;100;200
38;z2003A;TVM300;2300;P_CONSTANT;5;100;500;200;1;100;200
39;z2020E;TVM300;2000;P_CONSTANT;9;100;500;200;1;100;200
40;z2103A;TVM300;1700;P_CONSTANT;8;100;500;200;1;100;200
41;z2106A;TVM300;2600;P_CONSTANT;5;100;450;200;1;100;200
42;z2133A;TVM300;2300;P_CONSTANT;10;100;500;200;1;100;200
43;z2136B;TVM300;2600;P_CONSTANT;11;100;450;200;1;100;200
44;z2203B;TVM300;2300;P_CONSTANT;7;100;500;200;1;100;200
45;z2220F;TVM300;2600;P_CONSTANT;3;100;450;200;1;100;200
46;z2242H;TVM300;2600;P_CONSTANT;4;100;450;200;1;100;200
47;z2247A;TVM300;2300;P_CONSTANT;3;100;500;200;1;100;200
48;z2247D;TVM300;1700;P_CONSTANT;9;100;500;200;1;100;200
49;z2250A;TVM300;2000;P_CONSTANT;11;100;500;200;1;100;200
50;z2303A;TVM300;2300;P_CONSTANT;5;100;500;200;1;100;200
51;z2317C;TVM300;1700;P_CONSTANT;11;100;500;200;1;100;200
52;z1255;TVM300;1700;P_CONSTANT;19;100;500;200;1;100;200
53;z1258;TVM300;2000;P_CONSTANT;23;100;500;200;1;100;200
54;z1269;TVM300;2300;P_CONSTANT;17;100;500;200;1;100;200
55;z1302A;TVM300;2000;P_CONSTANT;17;100;500;200;1;100;200
56;z1302B;TVM300;2600;P_CONSTANT;10;100;450;200;1;100;200
57;z1303C;TVM300;1700;P_CONSTANT;13;100;500;200;1;100;200
58;z1333;TVM300;2300;P_CONSTANT;22;100;500;200;1;100;200
59;z1336;TVM300;2600;P_CONSTANT;22;100;450;200;1;100;200
60;z1337;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
61;z1340;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
62;z1341;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
63;z1344;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
64;z1345;TVM300;1700;P_CONSTANT;20;100;500;200;1;100;200
65;z1348;TVM300;2000;P_CONSTANT;20;100;500;200;1;100;200
66;z1349;TVM300;2300;P_CONSTANT;20;100;500;200;1;100;200
67;z1160;TVM300;2600;P_CONSTANT;22;100;450;200;1;100;200
68;z1163A;TVM300;1700;P_CONSTANT;8;100;500;200;1;100;200
69;z1163B;TVM300;2300;P_CONSTANT;14;100;500;200;1;100;200
70;z1163C;TVM300;1700;P_CONSTANT;11;100;500;200;1;100;200
71;z1166A;TVM300;2600;P_CONSTANT;8;100;450;200;1;100;200
72;z1166B;TVM300;2000;P_CONSTANT;11;100;500;200;1;100;200
73;z1176;TVM300;2000;P_CONSTANT;14;100;500;200;1;100;200
74;z1203A;TVM300;2300;P_CONSTANT;10;100;500;200;1;100;200
75;z1203B;TVM300;1700;P_CONSTANT;10;100;500;200;1;100;200
76;z1209;TVM300;2300;P_CONSTANT;20;100;500;200;1;100;200
77;z1210A;TVM300;2600;P_CONSTANT;12;100;450;200;1;100;200
78;z1210B;TVM300;2000;P_CONSTANT;10;100;500;200;1;100;200
79;z1220D;TVM300;2000;P_CONSTANT;8;100;500;200;1;100;200
80;z1223C;TVM300;2300;P_CONSTANT;13;100;500;200;1;100;200
81;z1242A;TVM300;2600;P_CONSTANT;14;100;450;200;1;100;200
82;z1243A;TVM300;1700;P_CONSTANT;9;100;500;200;1;100;200
83;z1243B;TVM300;2300;P_CONSTANT;10;100;500;200;1;100;200
84;z1247A;TVM300;1700;P_CONSTANT;12;100;500;200;1;100;200
85;z1247B;TVM300;2300;P_CONSTANT;9;100;500;200;1;100;200
86;z1252A;TVM300;2600;P_CONSTANT;12;100;450;200;1;100;200
87;z1252B;TVM300;2000;P_CONSTANT;20;100;500;200;1;100;200
88;z1253A;TVM300;1700;P_CONSTANT;9;100;500;200;1;100;200
89;z1253B;TVM300;2300;P_CONSTANT;14;100;500;200;1;100;200
90;z1256;TVM300;2000;P_CONSTANT;19;100;500;200;1;100;200
91;z1257A;TVM300;1700;P_CONSTANT;7;100;500;200;1;100;200
92;z1257B;TVM300;2300;P_CONSTANT;16;100;500;200;1;100;200
93;z1262;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
94;z1263A;TVM300;1700;P_CONSTANT;6;100;500;200;1;100;200
95;z1263B;TVM300;2300;P_CONSTANT;17;100;500;200;1;100;200
96;z1266;TVM300;2000;P_CONSTANT;22;100;500;200;1;100;200
97;z1271;TVM300;1700;P_CONSTANT;22;100;500;200;1;100;200
98;z1274;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
99;z1277A;TVM300;2300;P_CONSTANT;6;100;500;200;1;100;200
100;z1277B;TVM300;1700;P_CONSTANT;16;100;500;200;1;100;200
101;z1282A;TVM300;2600;P_CONSTANT;16;100;450;200;1;100;200
102;z1282B;TVM300;2000;P_CONSTANT;8;100;500;200;1;100;200
103;z1285A;TVM300;2300;P_CONSTANT;2;100;500;200;1;100;200
104;z1285B;TVM300;1700;P_CONSTANT;20;100;500;200;1;100;200
105;z1288;TVM300;2000;P_CONSTANT;18;100;500;200;1;100;200
106;z1302;TVM300;2600;P_CONSTANT;22;100;450;200;1;100;200
107;z1303C;TVM300;2300;P_CONSTANT;10;100;500;200;1;100;200
108;z1323;TVM300;1700;P_CONSTANT;22;100;500;200;1;100;200
109;z1332;TVM300;2000;P_CONSTANT;20;100;500;200;1;100;200
110;z1335A;TVM300;2300;P_CONSTANT;9;100;500;200;1;100;200
111;z1335B;TVM300;1700;P_CONSTANT;12;100;500;200;1;100;200
112;z1342A;TVM300;2000;P_CONSTANT;17;100;500;200;1;100;200
113;z1342B;TVM300;2600;P_CONSTANT;4;100;450;200;1;100;200
114;z1345A;TVM300;2300;P_CONSTANT;11;100;500;200;1;100;200
115;z1345B;TVM300;1700;P_CONSTANT;9;100;500;200;1;100;200
116;z1351;TVM300;2300;P_CONSTANT;22;100;500;200;1;100;200
117;z1356A;TVM300;2000;P_CONSTANT;5;100;500;200;1;100;200
118;z1352;TVM300;2600;P_CONSTANT;20;100;450;200;1;100;200
119;z1353;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
120;z1356;TVM300;2000;P_CONSTANT;20;100;500;200;1;100;200
121;z1357;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
122;z1360;TVM300;2600;P_CONSTANT;19;100;450;200;1;100;200
123;z1361;TVM300;1700;P_CONSTANT;22;100;500;200;1;100;200
124;z1368;TVM300;2000;P_CONSTANT;22;100;500;200;1;100;200
125;z1369;TVM300;2300;P_CONSTANT;20;100;500;200;1;100;200
126;z1402;TVM300;2600;P_CONSTANT;22;100;450;200;1;100;200
127;z1433;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
128;z1436;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
129;z1437;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
130;z1440;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
131;z1441;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
132;z1444;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
133;z1445;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
134;z1448;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
135;z1449;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
136;z1452;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
137;z1453;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
138;z1456;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
139;z1457;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
140;z1460;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
141;z1461;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
142;z1464;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
143;z1465;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
144;z1468;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
145;z1469;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
146;z1502;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
147;z1533;TVM300;1700;P_CONSTANT;20;100;500;200;1;100;200
148;z1536;TVM300;2000;P_CONSTANT;20;100;500;200;1;100;200
149;z1537;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
150;z1540;TVM300;2600;P_CONSTANT;22;100;450;200;1;100;200
151;z1541;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
152;z1543;TVM300;2300;P_CONSTANT;20;100;500;200;1;100;200
153;z1546;TVM300;2000;P_CONSTANT;22;100;500;200;1;100;200
154;z1547;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
155;z1550;TVM300;2600;P_CONSTANT;22;100;450;200;1;100;200
156;z1551;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
157;z1554;TVM300;2000;P_CONSTANT;22;100;500;200;1;100;200
158;z1555;TVM300;1700;P_CONSTANT;20;100;500;200;1;100;200
159;z1558;TVM300;2600;P_CONSTANT;22;100;450;200;1;100;200
160;z1559;TVM300;2300;P_CONSTANT;18;100;500;200;1;100;200
161;z1562;TVM300;2000;P_CONSTANT;22;100;500;200;1;100;200
162;z1569;TVM300;1700;P_CONSTANT;17;100;500;200;1;100;200
163;z1602A;TVM300;2000;P_CONSTANT;17;100;500;200;1;100;200
164;z1602B;TVM300;2600;P_CONSTANT;9;100;450;200;1;100;200
165;z1633;TVM300;1700;P_CONSTANT;20;100;500;200;1;100;200
166;z1636;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
167;z1637;TVM300;2300;P_CONSTANT;20;100;500;200;1;100;200
168;z1640;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
169;z1641;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
170;z1644;TVM300;2000;P_CONSTANT;20;100;500;200;1;100;200
171;z1645;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
172;z1648;TVM300;2600;P_CONSTANT;20;100;450;200;1;100;200
173;z1649;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
174;z1668;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
175;z1669;TVM300;2300;P_CONSTANT;19;100;500;200;1;100;200
176;z1718C;TVM300;2600;P_CONSTANT;19;100;450;200;1;100;200
177;z1763B;TVM300;1700;P_CONSTANT;17;100;500;200;1;100;200
178;z1765;TVM300;2300;P_CONSTANT;22;100;500;200;1;100;200
179;z1766;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
180;z1768;TVM300;2000;P_CONSTANT;20;100.22;500;200;1;100;200
181;z1769;TVM300;1700;P_CONSTANT;22;100;500;200;1;100;200
182;z5419;TVM300;1700;P_VARIABLE;9;71.25;500;200;0;100;200
183;z5427;TVM300;2300;P_CONSTANT;1;0;500;200;0;100;200
184;z4102;TVM300;2600;P_CONSTANT;22;100;450;200;1;100;200
185;z4103C;TVM300;2300;P_CONSTANT;16;100;500;200;1;100;200
186;z4132A;TVM300;2600;P_CONSTANT;16;100;450;200;1;100;200
187;z4133;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
188;z4136;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
189;z4137;TVM300;2300;P_CONSTANT;20;100.21;500;200;1;100;200
190;z4140;TVM300;2600;P_CONSTANT;20;100.2;450;200;1;100;200
191;z4141;TVM300;1700;P_CONSTANT;23;100;500;200;1;100;200
192;z4144;TVM300;2000;P_CONSTANT;22;100;500;200;1;100;200
193;z4145;TVM300;2300;P_CONSTANT;23;100;500;200;1;100;200
194;z4148;TVM300;2600;P_CONSTANT;23;100;450;200;1;100;200
195;z4149;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
196;z4152;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
197;z4153;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
198;z4156;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
199;z4157;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
200;z4160;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
201;z4161;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
202;z4168;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
203;z4169;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
204;z4202;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
205;z4225C;TVM300;2300;P_CONSTANT;18;100;500;200;1;100;200
206;z4232A;TVM300;2600;P_CONSTANT;18;100;450;200;1;100;200
207;z4233;TVM300;1700;P_CONSTANT;23;100;500;200;1;100;200
208;z4236;TVM300;2000;P_CONSTANT;23;100;500;200;1;100;200
209;z4237;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
210;z4240;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
211;z4241A;TVM300;1700;P_CONSTANT;12;100;500;200;1;100;200
212;z4241B;TVM300;2300;P_CONSTANT;13;100;500;200;1;100;200
213;z4244A;TVM300;2600;P_CONSTANT;13;100;450;200;1;100;200
214;z4244B;TVM300;2000;P_CONSTANT;12;100;500;200;1;100;200
215;z4245;TVM300;1700;P_CONSTANT;20;100;500;200;1;100;200
216;z4268;TVM300;2000;P_CONSTANT;20;100;500;200;1;100;200
217;z4269;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
218;z4302;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
219;z4303A;TVM300;1700;P_CONSTANT;20;100;500;200;1;100;200
220;z4332;TVM300;2000;P_CONSTANT;24;100;500;200;1;100;200
221;z4333;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
222;z4336;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
223;z4337;TVM300;1700;P_CONSTANT;22;100;500;200;1;100;200
224;z4340;TVM300;2000;P_CONSTANT;22;100;500;200;1;100;200
225;z4341;TVM300;2300;P_CONSTANT;22;100;500;200;1;100;200
226;z4368;TVM300;2600;P_CONSTANT;22;100;450;200;1;100;200
227;z4369;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
228;z4402;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
229;z4433;TVM300;1700;P_CONSTANT;23;100;500;200;1;100;200
230;z4436;TVM300;2600;P_CONSTANT;23;100;450;200;1;100;200
231;z4437;TVM300;2300;P_CONSTANT;23;100;500;200;1;100;200
232;z4440;TVM300;2000;P_CONSTANT;23;100;500;200;1;100;200
233;z4441;TVM300;1700;P_CONSTANT;22;100;500;200;1;100;200
234;z4444;TVM300;2600;P_CONSTANT;22;100;450;200;1;100;200
235;z4445;TVM300;2300;P_CONSTANT;22;100;500;200;1;100;200
236;z4448;TVM300;2000;P_CONSTANT;22;100;500;200;1;100;200
237;z4449;TVM300;1700;P_CONSTANT;20;100;500;200;1;100;200
238;z4452;TVM300;2600;P_CONSTANT;20;100;450;200;1;100;200
239;z4453;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
240;z4456;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
241;z4457;TVM300;1700;P_CONSTANT;24;100;500;200;1;100;200
242;z4460;TVM300;2600;P_CONSTANT;24;100;450;200;1;100;200
243;z4461;TVM300;2300;P_CONSTANT;23;100;500;200;1;100;200
244;z4464;TVM300;2000;P_CONSTANT;23;100;500;200;1;100;200
245;z4465;TVM300;1700;P_CONSTANT;24;100;500;200;1;100;200
246;z4468;TVM300;2600;P_CONSTANT;24;100;450;200;1;100;200
247;z4469;TVM300;2300;P_CONSTANT;24;100;500;200;1;100;200
248;z4502;TVM300;2000;P_CONSTANT;24;100;500;200;1;100;200
249;z4532A;TVM300;2000;P_CONSTANT;1;100;500;200;1;100;200
250;z4533A;TVM300;2300;P_CONSTANT;1;100;500;200;1;100;200
251;z5413;TVM300;1700;NON;0;0;500;200;0;100;200
252;z6027A;TVM300;1700;P_VARIABLE;5;57.25;500;200;0;100;200
253;z6003E;TVM300;1700;NON;0;0;500;200;0;100;200
254;z5306;UM71;2000;NON;0;0;0;0;0;0;0
255;z5310C;UM71;2600;NON;0;0;0;0;0;0;0
256;z5310B;UM71;2000;NON;0;0;0;0;0;0;0
257;z4584B;TVM300;2000;P_CONSTANT;6;100;500;200;1;100;200
258;z5305A;UM71;1700;NON;0;0;0;0;0;0;0
259;z5303E;UM71;2300;NON;0;0;0;0;0;0;0
260;z5303D;UM71;1700;NON;0;0;0;0;0;0;0
261;z5305B;UM71;2300;NON;0;0;0;0;0;0;0
262;z5310A;UM71;2600;NON;0;0;0;0;0;0;0
263;z4588A;TVM300;2600;P_CONSTANT;10;100;450;200;1;100;200
264;z5305C;UM71;1700;NON;0;0;0;0;0;0;0
265;z4210;UM71;2000;NON;0;0;0;0;0;0;0
266;z4208;UM71;2600;NON;0;0;0;0;0;0;0
267;z4205;ITE;3;NON;0;0;0;0;0;0;0
268;z4207;ITE;3;NON;0;0;0;0;0;0;0
269;z4112;ITE;3;NON;0;0;0;0;0;0;0
270;z4109;ITE;3;NON;0;0;0;0;0;0;0
271;z4108;ITE;3;NON;0;0;0;0;0;0;0
272;z4107;ITE;3;NON;0;0;0;0;0;0;0
273;z4111;ITE;3;NON;0;0;0;0;0;0;0
274;z4110;ITE;3;NON;0;0;0;0;0;0;0
275;z3350A;ITE;3;NON;0;0;0;0;0;0;0
276;z3352;ITE;3;NON;0;0;0;0;0;0;0
277;z3354;ITE;3;NON;0;0;0;0;0;0;0
278;z3356;ITE;3;NON;0;0;0;0;0;0;0
279;z3337;ITE;3;NON;0;0;0;0;0;0;0
280;z3331;ITE;3;NON;0;0;0;0;0;0;0
281;z1710;ITE;3;NON;0;0;0;0;0;0;0
282;z1711;ITE;3;NON;0;0;0;0;0;0;0
283;z1020A;TVM300;2000;P_CONSTANT;14;100;500;200;1;100;200
284;z1023;TVM300;1700;P_CONSTANT;22;100;500;200;1;100;200
285;z1026;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
286;z1027A;TVM300;2300;P_CONSTANT;10;100;500;200;1;100;200
287;z1027B;TVM300;1700;P_CONSTANT;10;100;500;200;1;100;200
288;z1032;TVM300;2000;P_CONSTANT;20;100;500;200;1;100;200
289;z1033A;TVM300;2300;P_CONSTANT;7;100;500;200;1;100;200
290;z1033B;TVM300;1700;P_CONSTANT;13;100;500;200;1;100;200
291;z1036A;TVM300;2000;P_CONSTANT;11;100;500;200;1;100;200
292;z1036B;TVM300;2600;P_CONSTANT;9;100;450;200;1;100;200
293;z1037;TVM300;2300;P_CONSTANT;20;100;500;200;1;100;200
294;z1042;TVM300;2600;P_CONSTANT;21;100;450;200;1;100;200
295;z1043;TVM300;1700;P_CONSTANT;20;100;500;200;1;100;200
296;z1044;TVM300;2000;P_CONSTANT;20;100;500;200;1;100;200
297;z1045;TVM300;2300;P_CONSTANT;20;100;500;200;1;100;200
298;z1102;TVM300;2600;P_CONSTANT;22;100;450;200;1;100;200
299;z1103C;TVM300;1700;P_CONSTANT;9;100;500;200;1;100;200
300;z1123;TVM300;2300;P_CONSTANT;21;100;500;200;1;100;200
301;z1127;TVM300;1700;P_CONSTANT;20;100;500;200;1;100;200
302;z1132A;TVM300;2600;P_CONSTANT;16;100;450;200;1;100;200
303;z1132B;TVM300;2000;P_CONSTANT;8;100;500;200;1;100;200
304;z1135A;TVM300;2300;P_CONSTANT;5;100;500;200;1;100;200
305;z1135B;TVM300;1700;P_CONSTANT;17;100;500;200;1;100;200
306;z1138A;TVM300;2600;P_CONSTANT;5;100;450;200;1;100;200
307;z1138B;TVM300;2000;P_CONSTANT;17;100;500;200;1;100;200
308;z1141;TVM300;2300;P_CONSTANT;20;100;500;200;1;100;200
309;z1144;TVM300;2000;P_CONSTANT;18;100;500;200;1;100;200
310;z1147;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
311;z1152A;TVM300;2000;P_CONSTANT;20;100;500;200;1;100;200
312;z1152B;TVM300;2600;P_CONSTANT;5;100;450;200;1;100;200
313;z1153;TVM300;2300;P_CONSTANT;20;100;500;200;1;100;200
314;z1356B;TVM300;2600;P_CONSTANT;15;100;450;200;1;100;200
315;z1361A;TVM300;1700;P_CONSTANT;16;100;500;200;1;100;200
316;z1361B;TVM300;2300;P_CONSTANT;12;100;500;200;1;100;200
317;z1364;TVM300;2600;P_CONSTANT;22;100;450;200;1;100;200
318;z1366;TVM300;2000;P_CONSTANT;18;100;500;200;1;100;200
319;z1367;TVM300;1700;P_CONSTANT;18;100;500;200;1;100;200
320;z1372;TVM300;2600;P_CONSTANT;19;100;450;200;1;100;200
321;z1373;TVM300;2300;P_CONSTANT;13;100;500;200;1;100;200
322;z1383;TVM300;1700;P_CONSTANT;15;100;500;200;1;100;200
323;z1384B;TVM300;2600;P_CONSTANT;13;100;450;200;1;100;200
324;z1384C;TVM300;2000;P_CONSTANT;12;100;500;200;1;100;200
325;z1385A;TVM300;2300;P_CONSTANT;7;100;500;200;1;100;200
326;z1385B;TVM300;1700;P_CONSTANT;15;100;500;200;1;100;200
327;z1429A;TVM300;1700;P_CONSTANT;10;100;500;200;1;100;200
328;z1429B;TVM300;2300;P_CONSTANT;11;100;500;200;1;100;200
329;z1432;TVM300;2000;P_CONSTANT;19;100;500;200;1;100;200
330;z1433;TVM300;1700;P_CONSTANT;21;100;500;200;1;100;200
331;z1436;TVM300;2600;P_CONSTANT;20;100;450;200;1;100;200
332;z1443;TVM300;2300;P_CONSTANT;19;100;500;200;1;100;200
333;z1445;TVM300;1700;P_CONSTANT;19;100;500;200;1;100;200
334;z1446A;TVM300;2600;P_CONSTANT;12;100;450;200;1;100;200
335;z1446B;TVM300;2000;P_CONSTANT;12;100;500;200;1;100;200
336;z1453C;TVM300;2300;P_CONSTANT;19;100;500;200;1;100;200
337;z1456A;TVM300;2600;P_CONSTANT;4;100;450;200;1;100;200
338;z1456B;TVM300;2000;P_CONSTANT;13;100;500;200;1;100;200
339;z1460;TVM300;2000;P_CONSTANT;13;100;500;200;1;100;200
340;z1466;TVM300;2600;P_CONSTANT;12;100;450;200;1;100;200
341;z1473;TVM300;1700;P_CONSTANT;20;100;500;200;1;100;200
342;z1476;TVM300;2000;P_CONSTANT;21;100;500;200;1;100;200
343;z1481A;TVM300;2300;P_CONSTANT;9;100;500;200;1;100;200
344;z1481B;TVM300;1700;P_CONSTANT;14;100;500;200;1;100;200
345;z1484;TVM300;2600;P_CONSTANT;16;100;450;200;1;100;200
346;z2521;TVM300;1700;P_CONSTANT;3;100;500;200;1;100;200
347;z2536;TVM300;2300;P_CONSTANT;4;100;500;200;1;100;200
348;z2537;TVM300;1700;P_CONSTANT;2;100;500;200;1;100;200
349;z2554C;TVM300;2600;P_CONSTANT;1;100;450;200;1;100;200
350;z2554K;TVM300;2600;P_CONSTANT;2;100;450;200;1;100;200
351;z2554L;TVM300;2000;P_CONSTANT;2;100;500;200;1;100;200
352;z4308;TVM300;2000;P_CONSTANT;1;100;500;200;1;100;200
353;z6123;TVM300;1700;P_CONSTANT;14;100;500;200;1;100;200
354;z6126;TVM300;2000;P_CONSTANT;14;100;500;200;1;100;200
355;z6133;TVM300;2300;P_CONSTANT;18;100;500;200;1;100;200
356;z6136;TVM300;2600;P_CONSTANT;18;100;450;200;1;100;200
357;z6318;TVM300;1700;P_CONSTANT;0;0;500;200;1;100;200
358;z6428;TVM300;1700;P_CONSTANT;0;0;500;200;1;100;200
359;z4062A;TVM300;2000;P_CONSTANT;10;100;500;200;1;100;200
360;z4063;TVM300;2300;P_CONSTANT;10;100;500;200;1;100;200
361;z4117;TVM300;2300;P_CONSTANT;0;0;500;200;1;100;200
362;z4332G;TVM300;2000;P_CONSTANT;4;100;500;200;1;100;200
363;z3115;TVM300;1700;P_CONSTANT;0;0;500;200;1;100;200
364;z4203E;TVM300;2300;P_CONSTANT;0;0;500;200;1;100;200
365;z1223B;TVM300;1700;P_CONSTANT;4;100;500;200;1;100;200
366;z1722;TVM300;2000;P_CONSTANT;5;100;500;200;1;100;200
367;z1113D;TVM300;1700;P_CONSTANT;10;100;500;200;1;100;200
368;z1140C;UM71;2000;P_CONSTANT;10;100.4;0;0;1;0;0
369;z6603E;TVM300;2300;P_VARIABLE;2;46;500;200;0;100;200
370;z141B;ITE;3;NON;0;0;0;0;1;0;0
371;z7215J;ITE;3;NON;0;0;0;0;0;0;0
372;z36107;ITE;3;NON;0;0;0;0;0;0;0
373;z2220A;TVM300;2000;P_CONSTANT;1;100;500;200;1;100;200
374;z2530;TVM300;2600;P_CONSTANT;4;100;450;200;1;100;200
375;z1091;UM71;1700;P_CONSTANT;13;100;500;0;1;100;200
376;z6102B;TVM300;2600;P_CONSTANT;0;0;450;200;1;100;200
