ID;JOINT;CIRCUIT;PRINCIPAL;DB;EMETTEUR;DEMI_PAS
1612;70;781;True;False;True;81.5
1613;986;781;False;True;True;163
1614;961;781;False;True;True;163
1615;987;781;True;False;True;81.5
1616;988;782;True;False;True;55
1617;989;782;False;True;True;110
1618;990;782;True;False;True;55
1619;991;783;True;False;True;84
1620;992;783;False;True;True;168
1621;993;783;True;False;True;84
1622;994;784;True;False;True;45
1623;995;784;False;True;True;133
1624;996;784;False;True;True;133
1625;997;784;True;False;True;145
1626;61;785;True;False;True;84
1627;63;785;False;True;True;168
1628;909;785;False;True;True;168
1629;998;785;True;False;True;84
1630;79;786;True;False;True;0
1631;999;786;False;False;True;0
1632;1000;786;True;False;True;0
1633;1001;787;True;False;True;57
1634;958;787;False;True;True;114
1635;1002;787;True;False;True;57
1636;87;788;True;False;True;62
1637;1003;788;False;True;True;124
1638;973;788;False;True;True;124
1639;947;788;True;False;True;62
1640;1004;789;True;False;True;72
1641;1005;789;False;False;True;144
1642;1006;789;True;False;True;72
1643;83;790;True;False;True;46.5
1644;1007;790;False;True;True;93
1645;1008;790;True;False;True;46.5
1646;1009;791;True;False;True;0
1647;1010;791;False;False;True;0
1648;1011;791;True;False;True;0
1649;1012;792;True;False;True;66
1650;1013;792;False;False;True;132
1651;898;792;False;True;True;132
1652;1014;792;True;True;True;66
1653;1015;793;True;False;True;0
1654;1016;793;False;False;True;0
1655;1017;793;True;False;True;0
1656;1018;794;True;False;True;57
1657;1019;794;False;False;True;114
1658;256;794;True;False;True;57
1659;1020;795;True;False;True;59
1660;1021;795;False;True;True;118
1661;1022;795;True;False;True;59
1662;981;796;True;False;True;71
1663;1023;796;False;True;True;142
1664;1024;796;True;False;True;71
1665;984;797;True;False;True;0
1666;1025;797;False;False;True;0
1667;1026;797;True;False;True;0
1668;1027;798;True;False;True;126.25
1669;1028;798;False;False;True;0
1670;1029;798;False;True;True;0
1671;963;798;True;False;True;126.25
1672;1030;799;True;False;True;0
1673;1031;799;False;True;True;0
1674;929;799;False;True;True;0
1675;1032;799;True;False;True;0
1676;1033;800;True;False;True;47
1677;1034;800;False;True;True;94
1678;1035;800;True;False;True;47
1679;1036;801;True;False;True;78.5
1680;1037;801;False;True;True;157
1681;1038;801;True;False;True;78.5
1682;1035;802;True;False;True;42.5
1683;426;802;False;False;True;85
1684;1039;802;True;False;True;42.5
1685;1040;803;True;False;True;70
1686;1041;803;False;True;True;140
1687;1042;803;True;False;True;70
1688;1043;804;True;False;True;76.5
1689;1044;804;False;True;True;153
1690;1045;804;False;True;True;153
1691;444;804;False;True;True;153
1692;1046;804;True;False;True;76.5
1693;1047;805;True;False;True;76
1694;1048;805;False;True;True;152
1695;1049;805;False;True;True;152
1696;442;805;False;True;True;152
1697;1050;805;True;False;True;76
1698;1051;806;True;False;True;36.5
1699;1052;806;False;True;True;73
1700;989;806;False;True;True;73
1701;1053;806;True;False;True;36.5
1702;16;807;True;False;True;76.5
1703;1054;807;False;True;True;153
1704;458;807;False;True;True;153
1705;1055;807;True;False;True;76.5
1706;1056;808;True;False;True;85.5
1707;1057;808;False;True;True;171
1708;1058;808;True;False;True;85.5
1709;1059;809;True;False;True;69.5
1710;1060;809;False;True;True;139
1711;1061;809;True;False;True;69.5
1712;1062;810;True;False;True;80
1713;1063;810;False;False;True;160
1714;1064;810;True;False;True;80
1715;1065;811;True;False;True;85.5
1716;1066;811;False;True;True;171
1717;1067;811;True;False;True;85.5
1718;1068;812;True;False;True;68.5
1719;980;812;False;True;True;137
1720;1023;812;False;False;True;137
1721;1069;812;True;False;True;68.5
1722;1070;813;True;False;True;57
1723;1071;813;False;False;True;114
1724;1072;813;True;True;True;57
1725;1073;814;True;False;True;68
1726;1045;814;False;False;True;136
1727;1074;814;True;False;True;68
1728;1075;815;True;False;True;57
1729;1076;815;False;False;True;114
1730;1077;815;True;False;True;57
1731;1078;816;True;False;False;0
1732;1079;816;True;False;True;0
1733;1080;817;True;False;True;73.5
1734;1081;817;False;False;True;147
1735;1082;817;True;False;True;73.5
1736;1083;818;True;False;True;58
1737;1049;818;False;False;True;116
1738;897;818;False;False;True;116
1739;1084;818;True;False;True;58
1740;1085;819;True;False;True;62
1741;1086;819;False;False;True;124
1742;1087;819;True;False;True;62
1743;1088;820;True;False;True;0
1744;1089;820;True;False;True;0
1745;1090;821;True;False;True;56.5
1746;1091;821;False;False;True;113
1747;1092;821;True;False;True;56.5
1748;1093;822;True;False;True;35.3
1749;1094;822;False;True;True;58
1750;1071;822;False;True;True;58
1751;1095;822;True;False;True;35
1752;1096;823;True;False;True;27
1753;1097;823;False;True;True;42
1754;1098;823;False;True;True;42
1755;1099;823;True;False;True;27
1756;1100;824;True;False;True;0
1757;451;824;False;True;True;0
1758;1101;824;False;True;True;0
1759;1102;824;False;True;True;0
1760;1103;824;True;False;True;0
1761;95;825;True;False;True;50.5
1762;1104;825;False;True;True;101
1763;1105;825;True;False;True;50.5
1764;108;826;True;False;True;42.5
1765;1106;826;False;True;True;85
1766;1107;826;False;True;True;85
1767;1108;826;True;False;True;42.5
1768;85;827;True;False;True;76.5
1769;82;827;False;True;True;153
1770;1109;827;True;False;True;76.5
1771;1110;828;True;False;True;84
1772;1111;828;False;True;True;168
1773;1112;828;True;False;True;84
1774;1113;829;True;False;True;43
1775;1114;829;False;False;True;86
1776;1115;829;True;False;True;43
1777;4;830;True;False;True;45
1778;1116;830;False;True;True;133
1779;1015;830;False;True;True;133
1780;1117;830;True;False;True;45
1781;1118;831;True;False;True;50.5
1782;1029;831;False;True;True;101
1783;964;831;False;True;True;101
1784;1119;831;True;False;True;50.5
1785;1120;832;True;False;True;46.5
1786;1121;832;False;True;True;133
1787;1066;832;False;True;True;133
1788;1122;832;True;False;True;45.9
1789;1123;833;True;False;True;47
1790;1124;833;False;True;True;94
1791;1111;833;False;True;True;94
1792;1125;833;True;False;True;47
1793;996;834;True;False;True;0
1794;457;834;False;False;True;0
1795;1126;834;True;False;True;0
1796;1127;835;True;True;True;74.5
1797;1128;835;False;False;True;149
1798;1129;835;True;False;True;74.5
1799;1130;836;True;False;True;58
1800;1098;836;False;False;True;116
1801;1131;836;True;False;True;58
1802;1132;837;True;False;True;72
1803;455;837;False;True;True;144
1804;1068;837;True;False;True;72
1805;1133;838;True;False;True;57
1806;1134;838;False;True;True;114
1807;1135;838;True;False;True;57
1808;40;839;True;False;True;44
1809;1136;839;False;True;True;88
1810;904;839;False;True;True;88
1811;1137;839;True;False;True;44
1812;1138;840;True;False;True;43
1813;1139;840;False;True;True;133
1814;951;840;False;True;True;133
1815;1140;840;True;False;True;45
1816;27;841;True;False;True;34
1817;1141;841;False;True;True;56
1818;1021;841;False;True;True;56
1819;1142;841;True;False;True;34
1820;1143;842;True;False;True;70
1821;1144;842;False;True;True;140
1822;1145;842;True;False;True;70
1823;1146;843;True;False;True;69.5
1824;1102;843;False;True;True;139
1825;1147;843;True;False;True;69.5
1826;1148;844;True;False;True;45
1827;1149;844;False;True;True;133
1828;1057;844;False;True;True;133
1829;1150;844;True;False;True;45
1830;1151;845;True;False;True;39.5
1831;1152;845;False;True;True;79
1832;1153;845;True;False;True;39.5
1833;1154;846;True;False;True;40
1834;1155;846;False;True;True;80
1835;1156;846;True;False;True;40
1836;1157;847;True;False;True;52
1837;1158;847;False;True;True;104
1838;1159;847;True;False;True;52
1839;23;848;True;False;True;29.5
1840;1160;848;False;True;True;59
1841;1134;848;False;True;True;59
1842;1161;848;True;False;True;29.5
1843;1162;849;True;False;True;35.5
1844;428;849;False;True;True;71
1845;1033;849;True;False;True;35.5
1846;1163;850;True;False;True;81
1847;1164;850;False;True;True;162
1848;1165;850;True;False;True;81
1849;1166;851;True;True;True;63
1850;1013;851;True;True;True;63
1851;1167;852;True;True;True;80
1852;470;852;True;True;True;80
1853;1168;853;True;True;True;68.5
1854;1060;853;True;False;True;68.5
1855;1169;854;True;True;True;60.5
1856;999;854;False;True;True;121
1857;1170;854;True;True;True;60.5
1858;1171;855;True;True;True;56
1859;1003;855;False;False;True;112
1860;1172;855;True;True;True;56
1861;1173;856;True;True;True;39
1862;916;856;False;False;True;78
1863;912;856;True;True;True;39
1864;1174;857;True;False;True;44
1865;1175;857;True;False;True;44
1866;1176;858;True;True;True;0
1867;1107;858;False;True;True;0
1868;1177;858;True;True;True;0
1869;1178;859;True;True;True;29
1870;1176;859;True;True;True;29
1871;1177;860;True;True;True;99
1872;1179;860;True;True;True;99
1873;1180;861;True;True;True;52.5
1874;420;861;False;True;True;105
1875;918;861;True;True;True;52.5
1876;44;862;True;False;True;46
1877;1181;862;False;True;True;92
1878;1158;862;False;True;True;92
1879;170;862;True;True;True;46
1880;12;863;True;False;True;34.7
1881;1182;863;False;True;True;63
1882;1019;863;False;True;True;63
1883;254;863;True;True;True;39.5
1884;1183;864;True;False;True;105.5
1885;1184;864;False;True;True;0
1886;539;864;True;True;True;105.5
1887;1038;865;True;False;True;44
1888;495;865;False;True;True;88
1889;276;865;True;True;True;44
1890;1185;866;True;False;True;86
1891;1186;866;False;True;True;172
1892;883;866;True;True;True;86
1893;34;867;True;False;True;53.5
1894;1187;867;False;True;True;107
1895;1155;867;False;True;True;107
1896;373;867;True;True;True;53.5
1897;1188;868;True;False;True;37.5
1898;506;868;False;True;True;75
1899;777;868;True;True;True;37.5
1900;1189;869;True;False;True;31.5
1901;1190;869;False;True;True;63
1902;1076;869;False;True;True;63
1903;118;869;True;True;True;31.5
1904;1191;870;True;False;True;42.5
1905;1080;870;True;False;True;42.5
1906;498;871;True;False;True;81.5
1907;1192;871;True;False;True;81.5
1908;1193;872;True;False;True;79.5
1909;1191;872;True;False;True;79.5
1910;1194;873;True;False;True;52
1911;1193;873;True;False;True;52
1912;1195;874;True;False;True;38
1913;1194;874;True;False;True;38
1914;1196;875;True;False;True;38
1915;1197;875;True;False;True;38
1916;1197;876;True;False;True;52
1917;1198;876;True;False;True;52
1918;1199;877;True;False;True;56
1919;1097;877;False;True;True;112
1920;1130;877;True;False;True;56
1921;1200;878;True;False;True;57
1922;1201;878;True;False;True;57
1923;1126;879;True;False;True;47
1924;1202;879;True;False;True;47
1925;1203;880;True;False;True;61
1926;1204;880;True;False;True;61
1927;1205;881;True;False;True;85.5
1928;995;881;False;True;True;171
1929;1203;881;True;False;True;85.5
1930;1206;882;True;False;True;62
1931;950;882;True;False;True;62
1932;1204;883;True;False;True;57
1933;1206;883;True;False;True;57
1934;1207;884;True;False;True;59
1935;1052;884;False;True;True;118
1936;988;884;True;False;True;59
1937;350;274;True;False;False;0
1938;349;274;True;False;False;0
1939;354;275;True;False;False;0
1940;471;275;True;False;False;0
1941;1212;887;True;False;True;57
1942;957;887;False;True;True;114
1943;1001;887;True;False;True;57
1944;1213;888;True;False;True;57
1945;1190;888;False;True;True;114
1946;1075;888;True;False;True;57
1947;1214;889;True;False;True;49
1948;1215;889;True;False;True;49
1949;1026;890;True;False;True;47
1950;1216;890;True;False;True;47
1951;1217;891;True;False;True;65.5
1952;1218;891;True;False;True;65.5
1953;969;892;True;False;True;85.5
1954;983;892;False;True;True;171
1955;1217;892;True;False;True;85.5
1956;1219;893;True;False;True;65.5
1957;1065;893;True;False;True;65.5
1958;1218;894;True;False;True;49
1959;1219;894;True;False;True;49
1960;2;895;True;False;True;57
1961;1094;895;False;True;True;114
1962;1070;895;True;False;True;57
1963;1220;896;True;False;True;48.5
1964;1221;896;True;False;True;48.5
1965;1017;897;True;False;True;47
1966;1222;897;True;False;True;47
1967;1223;898;True;False;True;65.5
1968;1224;898;True;False;True;65.5
1969;6;899;True;False;True;85.5
1970;1116;899;False;True;True;171
1971;1223;899;True;False;True;85.5
1972;1225;900;True;False;True;66
1973;1056;900;True;False;True;66
1974;1224;901;True;False;True;48.5
1975;1225;901;True;False;True;48.5
1976;1226;902;True;False;True;34.5
1977;1012;902;True;False;True;34.5
1978;1014;903;True;False;True;55.5
1979;1227;903;True;False;True;55.5
1980;1228;904;True;False;True;73
1981;464;904;False;True;True;146
1982;1229;904;True;False;True;73
1983;1230;905;True;False;True;53.5
1984;1228;905;True;False;True;53.5
1985;14;906;True;False;True;57
1986;1182;906;False;True;True;114
1987;1018;906;True;False;True;57
1988;1231;907;True;False;True;56.5
1989;1232;907;True;False;True;56.5
1990;460;908;True;False;True;62
1991;1233;908;True;False;True;62
1992;1234;909;True;False;True;68
1993;1088;909;False;True;True;136
1994;1235;909;True;False;True;68
1995;18;910;True;False;True;85.5
1996;1054;910;False;True;True;171
1997;1234;910;True;False;True;85.5
1998;1236;911;True;False;True;61.5
1999;1237;911;True;False;True;61.5
2000;1089;912;True;False;True;77
2001;1238;912;True;False;True;77
2002;25;913;True;False;True;57.5
2003;1160;913;False;True;True;115
2004;1133;913;True;False;True;57.5
2005;1142;914;True;False;True;42
2006;1239;914;True;False;True;42
2007;1239;915;True;False;True;43.5
2008;1240;915;False;True;True;87
2009;4246;915;True;False;True;43.5
2010;1022;916;True;False;True;41
2011;1241;916;True;False;True;41
2012;29;917;True;False;True;55
2013;1141;917;False;True;True;110
2014;1020;917;True;False;True;55
2015;36;918;True;False;True;53
2016;1187;918;False;True;True;106
2017;1154;918;True;False;True;53
2018;38;919;True;False;True;37
2019;902;919;False;True;True;74
2020;1242;919;True;False;True;37
2021;1137;920;True;False;True;53.5
2022;1243;920;True;False;True;53.5
2023;1243;921;True;False;True;52.5
2024;1244;921;True;False;True;52.5
2025;1244;922;True;False;True;69.5
2026;1245;922;True;False;True;69.5
2027;905;923;True;False;True;62.5
2028;1246;923;True;False;True;62.5
2029;1246;924;True;False;True;53.5
2030;1247;924;True;False;True;53.5
2031;1248;925;True;False;True;67
2032;1249;925;True;False;True;67
2033;42;926;True;False;True;87.5
2034;1136;926;False;True;True;175
2035;1248;926;True;False;True;87.5
2036;1245;927;True;False;True;82
2037;461;927;True;False;True;82
2038;1250;928;True;False;True;63
2039;510;928;True;False;True;63
2040;1249;929;True;False;True;37
2041;1250;929;True;False;True;37
2042;46;930;True;False;True;83.5
2043;1181;930;False;True;True;167
2044;1157;930;True;False;True;83.5
2045;1251;931;True;False;True;57.5
2046;1252;931;True;False;True;57.5
2047;48;932;True;False;True;65.5
2048;1251;932;True;False;True;65.5
2049;50;933;True;False;True;49
2050;941;933;False;True;True;98
2051;1253;933;True;False;True;49
2052;1253;934;True;False;True;72.5
2053;1254;934;True;False;True;72.5
2054;1254;935;True;False;True;57
2055;1255;935;True;False;True;57
2056;1256;936;True;False;True;78.5
2057;1257;936;True;False;True;78.5
2058;1258;937;True;False;True;35
2059;1256;937;True;False;True;35
2060;942;938;True;False;True;65.5
2061;1009;938;False;True;True;131
2062;1258;938;True;False;True;65.5
2063;1255;939;True;False;True;63.5
2064;944;939;True;False;True;63.5
2065;977;940;True;False;True;50
2066;945;940;False;True;True;100
2067;1259;940;True;False;True;50
2068;1260;941;True;False;True;35
2069;975;941;True;False;True;35
2070;1257;942;True;False;True;63.5
2071;1260;942;True;False;True;63.5
2072;1261;943;True;False;True;63.5
2073;1262;943;True;False;True;63.5
2074;1011;944;True;False;True;83
2075;1261;944;True;False;True;83
2076;943;945;True;False;True;43.5
2077;1263;945;True;False;True;43.5
2078;923;946;True;False;True;81.5
2079;1264;946;True;False;True;81.5
2080;1265;947;True;False;True;49.5
2081;1266;947;True;False;True;49.5
2082;1267;948;True;False;True;62
2083;924;948;False;False;True;124
2084;1265;948;True;False;True;62
2085;1268;949;True;False;True;69
2086;1267;949;True;False;True;69
2087;1269;950;True;False;True;61
2088;1268;950;True;False;True;61
2089;1270;951;True;False;True;53
2090;1271;951;True;False;True;53
2091;1272;952;True;False;True;58.5
2092;505;952;False;True;True;117
2093;1188;952;True;False;True;58.5
2094;1273;953;True;False;True;35
2095;1272;953;True;False;True;35
2096;1274;954;True;False;True;0
2097;937;954;False;True;True;0
2098;1275;954;True;False;True;0
2099;1275;955;True;False;True;44
2100;1276;955;True;False;True;44
2101;1277;956;True;False;True;41.5
2102;1278;956;True;False;True;41.5
2103;57;957;True;False;True;38
2104;1279;957;True;False;True;38
2105;1279;958;True;False;True;58.5
2106;1280;958;True;False;True;58.5
2107;1280;959;True;False;True;52
2108;1090;959;True;False;True;52
2109;1092;960;True;False;True;79
2110;1281;960;True;False;True;79
2111;1282;961;True;False;True;76.5
2112;1283;961;True;False;True;76.5
2113;1284;962;True;False;True;44
2114;1285;962;True;False;True;44
2115;1286;963;True;False;True;33.5
2116;1284;963;True;False;True;33.5
2117;1281;964;True;False;True;55.5
2118;1059;964;True;False;True;55.5
2119;998;965;True;False;True;71.5
2120;1287;965;True;False;True;71.5
2121;1287;966;True;False;True;50.5
2122;1288;966;True;False;True;50.5
2123;1288;967;True;False;True;84
2124;1289;967;True;False;True;84
2125;911;968;True;False;True;59
2126;1290;968;True;False;True;59
2127;1290;969;True;False;True;42
2128;1291;969;True;False;True;42
2129;64;970;True;False;True;71.5
2130;1292;970;True;False;True;71.5
2131;1289;971;True;False;True;70
2132;1062;971;True;False;True;70
2133;1064;972;True;False;True;77.5
2134;1293;972;True;False;True;77.5
2135;1293;973;True;False;True;66
2136;1184;973;False;True;True;132
2137;1294;973;True;False;True;66
2138;1295;974;True;False;True;65
2139;1183;974;True;False;True;65
2140;1292;975;True;False;True;49.5
2141;1295;975;True;False;True;49.5
2142;1296;976;True;False;True;77.5
2143;1297;976;True;False;True;77.5
2144;66;977;True;False;True;68.5
2145;489;977;False;False;True;137
2146;1296;977;True;False;True;68.5
2147;68;978;True;False;True;58
2148;491;978;False;False;True;116
2149;1118;978;True;False;True;58
2150;1297;979;True;False;True;41
2151;1027;979;True;False;True;41
2152;987;980;True;False;True;73
2153;1298;980;True;False;True;73
2154;962;981;True;False;True;51
2155;1299;981;True;False;True;51
2156;72;982;True;False;True;60.5
2157;986;982;False;True;True;121
2158;960;982;True;False;True;60.5
2159;1298;983;True;False;True;78.5
2160;1300;983;True;False;True;78.5
2161;74;984;True;False;True;72
2162;1301;984;True;False;True;72
2163;1301;985;True;False;True;56
2164;1302;985;True;False;True;56
2165;76;986;True;False;True;41.5
2166;78;986;False;True;True;83
2167;1303;986;True;False;True;41.5
2168;1303;987;True;False;True;70
2169;1304;987;True;False;True;70
2170;1304;988;True;False;True;60
2171;1305;988;True;False;True;60
2172;80;989;True;False;True;71.5
2173;1306;989;True;False;True;71.5
2174;1305;990;True;False;True;36.5
2175;1110;990;True;False;True;36.5
2176;1307;991;True;False;True;70
2177;1123;991;True;False;True;70
2178;1308;992;True;False;True;46
2179;1307;992;True;False;True;46
2180;1306;993;True;False;True;48.5
2181;1308;993;True;False;True;48.5
2182;1309;994;True;False;True;49.5
2183;1310;994;True;False;True;49.5
2184;1000;995;True;False;True;48.5
2185;1309;995;True;False;True;48.5
2186;1311;996;True;False;True;50
2187;1007;996;False;True;True;100
2188;1312;996;True;False;True;50
2189;1109;997;True;False;True;58
2190;1311;997;True;False;True;58
2191;89;998;True;False;True;48.5
2192;972;998;True;False;True;48.5
2193;91;999;True;False;True;36
2194;1313;999;True;False;True;36
2195;1105;1000;True;False;True;78.5
2196;1314;1000;True;False;True;78.5
2197;1314;1001;True;False;True;68
2198;1315;1001;True;False;True;68
2199;1315;1002;True;False;True;65.5
2200;1173;1002;False;True;True;131
2201;1316;1002;True;False;True;65.5
2202;1316;1003;True;False;True;71.5
2203;1317;1003;True;False;True;71.5
2204;1317;1004;True;False;True;39.5
2205;1318;1004;True;False;True;39.5
2206;1319;1005;True;False;True;69
2207;477;1005;False;True;True;138
2208;1320;1005;True;False;True;69
2209;1321;1006;True;False;True;64.5
2210;1319;1006;True;False;True;64.5
2211;1322;1007;True;False;True;36
2212;1321;1007;True;False;True;36
2213;97;1008;True;False;True;50.5
2214;1104;1008;False;True;True;101
2215;1322;1008;True;False;True;50.5
2216;1320;1009;True;False;True;71.5
2217;1323;1009;True;False;True;71.5
2218;1318;1010;True;False;True;70
2219;1143;1010;True;False;True;70
2220;1145;1011;True;False;True;37.5
2221;1324;1011;True;False;True;37.5
2222;1324;1012;True;False;True;65.5
2223;992;1012;False;True;True;131
2224;1325;1012;True;False;True;65.5
2225;1325;1013;True;False;True;45.5
2226;1326;1013;True;False;True;45.5
2227;1042;1014;True;False;True;53
2228;991;1014;True;False;True;53
2229;1327;1015;True;False;True;70
2230;1040;1015;True;False;True;70
2231;1323;1016;True;False;True;39.5
2232;1327;1016;True;False;True;39.5
2233;105;1017;True;False;True;35
2234;1328;1017;True;False;True;35
2235;1108;1018;True;False;True;78
2236;1329;1018;True;False;True;78
2237;1329;1019;True;False;True;47
2238;1330;1019;True;False;True;47
2239;110;1020;True;False;True;39.5
2240;1331;1020;True;False;True;39.5
2241;1332;1021;True;False;True;47
2242;1333;1021;True;False;True;47
2243;1334;1022;True;False;True;74.5
2244;1335;1022;True;False;True;74.5
2245;1335;1023;True;False;True;46
2246;1336;1023;True;False;True;46
2247;1336;1024;True;False;True;66
2248;1337;1024;False;True;True;132
2249;953;1024;True;False;True;66
2250;1338;1025;True;False;True;44.5
2251;1339;1025;True;False;True;44.5
2252;1340;1026;True;False;True;35
2253;1338;1026;True;False;True;35
2254;1341;1027;True;False;True;40.5
2255;1340;1027;True;False;True;40.5
2256;1342;1028;True;False;True;83
2257;1343;1028;False;True;True;166
2258;1344;1028;True;False;True;83
2259;1344;1029;True;False;True;35
2260;1345;1029;True;False;True;35
2261;1345;1030;True;False;True;39
2262;1346;1030;True;False;True;39
2263;1346;1031;True;False;True;35.5
2264;1151;1031;True;False;True;35.5
2265;1153;1032;True;False;True;69
2266;1347;1032;True;False;True;69
2267;1347;1033;True;False;True;70
2268;1180;1033;False;True;True;140
2269;1348;1033;True;False;True;70
2270;1348;1034;True;False;True;55
2271;1349;1034;True;False;True;55
2272;1349;1035;True;False;True;38.5
2273;1350;1035;True;False;True;38.5
2274;1350;1036;True;False;True;68.5
2275;1351;1036;True;False;True;68.5
2276;1352;1037;True;False;True;55
2277;1353;1037;True;False;True;55
2278;1354;1038;True;False;True;70
2279;920;1038;False;True;True;140
2280;1352;1038;True;False;True;70
2281;1355;1039;True;False;True;78
2282;1354;1039;True;False;True;78
2283;1356;1040;True;False;True;81
2284;1152;1040;False;True;True;162
2285;1355;1040;True;False;True;81
2286;1357;1041;True;False;True;39
2287;1356;1041;True;False;True;39
2288;1351;1042;True;False;True;77.5
2289;970;1042;True;False;True;77.5
2290;971;1043;True;False;True;56
2291;1358;1043;True;False;True;56
2292;1358;1044;True;False;True;60.5
2293;1034;1044;False;True;True;121
2294;1113;1044;True;False;True;60.5
2295;1115;1045;True;False;True;55
2296;1359;1045;True;False;True;55
2297;1039;1046;True;False;True;55.5
2298;1269;1046;True;False;True;55.5
2299;1360;1047;True;False;True;68.5
2300;1162;1047;True;False;True;68.5
2301;1361;1048;True;False;True;77.5
2302;1360;1048;True;False;True;77.5
2303;1362;1049;True;False;True;68.5
2304;1361;1049;True;False;True;68.5
2305;1353;1050;True;False;True;38.5
2306;1362;1050;True;False;True;38.5
2307;921;1051;True;True;True;67.5
2308;1363;1051;True;False;True;67.5
2309;1364;1052;True;False;True;60.5
2310;922;1052;False;True;True;121
2311;1365;1052;True;False;True;60.5
2312;1366;1053;True;False;True;40
2313;1277;1053;True;False;True;40
2314;1367;1054;True;False;True;0
2315;939;1054;False;True;True;0
2316;1366;1054;True;False;True;0
2317;1368;1055;True;False;True;0
2318;1101;1055;False;True;True;0
2319;1146;1055;True;False;True;0
2320;1369;1056;True;False;True;0
2321;1031;1056;False;True;True;0
2322;1370;1056;True;False;True;0
2323;1370;1057;True;False;True;0
2324;926;1057;False;True;True;0
2325;1371;1057;True;False;True;0
2326;1371;1058;True;False;True;84.5
2327;1372;1058;True;False;True;84.5
2328;1032;1059;True;False;True;84.5
2329;1373;1059;True;False;True;84.5
2330;1374;1060;True;False;True;84.5
2331;978;1060;True;False;True;84.5
2332;1375;1061;True;False;True;84.5
2333;1132;1061;True;False;True;84.5
2334;1376;1062;True;False;True;82
2335;452;1062;True;False;True;82
2336;932;1063;True;False;True;64.5
2337;1377;1063;True;False;True;64.5
2338;1378;1064;True;False;True;0
2339;933;1064;False;True;True;0
2340;1379;1064;True;False;True;0
2341;1379;1065;True;False;True;48.5
2342;1380;1065;True;False;True;48.5
2343;1381;1066;True;False;True;73
2344;1382;1066;True;False;True;73
2345;1383;1067;True;False;True;66.5
2346;1163;1067;True;False;True;66.5
2347;1165;1068;True;False;True;67.5
2348;1384;1068;True;False;True;67.5
2349;1385;1069;True;False;True;63
2350;1386;1069;False;False;True;126
2351;1387;1069;True;False;True;63
2352;1388;1070;True;False;True;81
2353;935;1070;False;True;True;162
2354;1385;1070;True;False;True;81
2355;1384;1071;True;False;True;58
2356;1389;1071;True;False;True;58
2357;1390;1072;True;False;True;38.5
2358;1391;1072;True;False;True;38.5
2359;1050;1073;True;False;True;78.5
2360;895;1073;False;False;True;157
2361;1392;1073;True;False;True;78.5
2362;1393;1074;True;False;True;48
2363;1048;1074;False;False;True;96
2364;1083;1074;True;False;True;48
2365;1072;1075;True;False;True;81
2366;216;1075;True;True;True;81
2367;1150;1076;True;False;True;85.5
2368;232;1076;True;True;True;85.5
2369;1058;1077;True;False;True;85.5
2370;234;1077;True;True;True;85.5
2371;1229;1078;True;False;True;70.5
2372;247;1078;True;True;True;70.5
2373;1227;1079;True;False;True;57
2374;244;1079;True;True;True;57
2375;21;1080;True;False;True;37.5
2376;291;1080;True;True;True;37.5
2377;1161;1081;True;False;True;49
2378;298;1081;True;True;True;49
2379;1135;1082;True;False;True;49
2380;300;1082;True;True;True;49
2381;1240;1083;True;True;True;73.5
2382;1394;1083;True;True;True;73.5
2383;32;1084;True;False;True;59.5
2384;357;1084;True;True;True;59.5
2385;1087;1085;True;False;True;37
2386;1395;1085;True;False;True;37
2387;1006;1086;True;False;True;57
2388;1396;1086;True;False;True;57
2389;1395;1087;True;False;True;59
2390;1397;1087;True;False;True;59
2391;1046;1088;True;False;True;67
2392;1398;1088;True;False;True;67
2393;1074;1089;True;False;True;67
2394;1399;1089;True;False;True;67
2395;1400;1090;True;False;True;80.5
2396;1044;1090;False;False;True;161
2397;1073;1090;True;False;True;80.5
2398;1396;1091;True;False;True;74
2399;1400;1091;True;False;True;74
2400;1401;1092;True;False;True;35.5
2401;500;1092;True;False;True;35.5
2402;1129;1093;True;False;True;53.5
2403;1390;1093;True;False;True;53.5
2404;1402;1094;True;False;True;37.5
2405;1128;1094;True;False;True;37.5
2406;1403;1095;True;False;True;38
2407;1404;1095;True;False;True;38
2408;931;1096;True;False;True;0
2409;1405;1096;True;False;True;0
2410;1406;1097;True;False;True;0
2411;1407;1097;True;False;True;0
2412;1215;1098;True;False;True;0
2413;1120;1098;True;False;True;0
2414;936;1099;True;False;False;0
2415;1408;1099;True;False;True;0
2416;10;1100;True;False;True;0
2417;1230;1100;True;False;True;0
2418;928;1101;True;False;True;0
2419;1409;1101;True;False;True;0
2420;1237;1102;True;False;True;0
2421;1036;1102;True;False;True;0
2422;1380;1103;True;False;True;0
2423;1383;1103;True;False;True;0
2424;1405;1104;True;False;True;0
2425;1410;1104;True;False;True;0
2426;1382;1105;True;False;True;0
2427;1411;1105;True;False;True;0
2428;1412;1106;True;False;True;0
2429;1374;1106;True;False;True;0
2430;1201;1107;True;False;True;0
2431;1138;1107;True;False;True;0
2432;1372;1108;True;False;True;0
2433;1412;1108;True;False;True;0
2434;1410;1109;True;False;True;0
2435;1376;1109;True;False;True;0
2436;1413;1110;True;False;True;0
2437;1375;1110;True;False;True;0
2438;1414;1111;True;False;True;0
2439;1096;1111;True;False;True;0
2440;1409;1112;True;False;True;0
2441;1406;1112;True;False;True;0
2442;1117;1113;True;False;True;0
2443;1220;1113;True;False;True;0
