ID;JOINT;CIRCUIT;PRINCIPAL;DB;EMETTEUR;DEMI_PAS
0;1;1;True;True;True;40.5
1;2;1;True;False;True;40.5
2;3;2;True;True;True;78.5
3;4;2;True;False;True;78.5
4;5;3;True;True;True;78.5
5;6;3;True;False;True;78.5
6;7;4;True;True;True;37.5
7;8;4;True;False;True;37.5
8;9;5;True;True;True;36
9;10;5;True;False;True;36
10;11;6;True;True;True;38.5
11;12;6;True;False;True;38.5
12;13;7;True;True;True;38.5
13;14;7;True;False;True;38.5
14;15;8;True;True;True;83.5
15;16;8;True;False;True;83.5
16;17;9;True;True;True;83.5
17;18;9;True;False;True;83.5
18;19;10;True;True;True;37.5
19;20;10;False;False;True;75
20;21;10;True;False;True;37.5
21;22;11;True;True;True;68.5
22;23;11;True;False;True;68.5
23;24;12;True;True;True;68.5
24;25;12;True;False;True;68.5
25;26;13;True;True;True;65.5
26;27;13;True;False;True;65.5
27;28;14;True;True;True;65.5
28;29;14;True;False;True;65.5
29;30;15;True;True;True;65
30;31;15;False;True;True;130
31;32;15;True;True;True;65
32;33;16;True;True;True;70.5
33;34;16;True;False;True;70.5
34;35;17;True;True;True;60
35;36;17;True;False;True;60
36;37;18;True;True;True;55.5
37;38;18;True;False;True;55.5
38;39;19;True;True;True;87.5
39;40;19;True;False;True;87.5
40;41;20;True;True;True;80.5
41;42;20;True;False;True;80.5
42;43;21;True;True;True;58.5
43;44;21;True;False;True;58.5
44;45;22;True;True;True;59
45;46;22;True;False;True;59
46;47;23;True;True;True;82
47;48;23;True;False;True;82
48;49;24;True;True;True;80.5
49;50;24;True;False;True;80.5
50;51;25;True;True;True;46.5
51;52;25;True;False;True;46.5
52;53;26;True;True;True;71
53;54;26;True;False;True;71
54;55;27;True;True;True;65
55;56;27;False;True;True;130
56;57;27;True;False;True;65
57;58;28;True;True;True;69.5
58;59;28;True;False;True;69.5
59;60;29;True;True;True;73.5
60;61;29;True;False;True;73.5
61;62;30;True;True;True;43
62;63;30;False;True;True;86
63;64;30;True;False;True;43
64;65;31;True;True;True;62.5
65;66;31;True;False;True;62.5
66;67;32;True;True;True;65.5
67;68;32;True;False;True;65.5
68;69;33;True;True;True;67
69;70;33;True;False;True;67
70;71;34;True;True;True;83.5
71;72;34;True;False;True;83.5
72;73;35;True;True;True;46.5
73;74;35;True;False;True;46.5
74;75;36;True;True;True;65
75;76;36;True;False;True;65
76;77;37;True;True;True;42.5
77;78;37;False;True;True;85
78;79;37;False;True;True;85
79;80;37;True;False;True;42.5
80;81;38;True;True;True;65.5
81;82;38;False;True;True;131
82;83;38;True;False;True;65.5
83;84;39;True;True;True;78.5
84;85;39;True;False;True;78.5
85;86;40;True;True;True;42.5
86;87;40;True;False;True;42.5
87;88;41;True;True;True;37.5
88;89;41;True;False;True;37.5
89;90;42;True;True;True;72
90;91;42;True;False;True;72
91;92;43;True;True;True;40.5
92;93;43;True;False;True;40.5
93;94;44;True;True;True;47.5
94;95;44;True;False;True;47.5
95;96;45;True;True;True;42.5
96;97;45;True;False;True;42.5
97;98;46;True;True;True;67
98;99;46;True;False;True;67
99;100;47;True;True;True;64.5
100;101;47;True;False;True;64.5
101;102;48;True;True;True;65
102;103;48;True;False;True;65
103;104;49;True;True;True;75
104;105;49;True;False;True;75
105;106;50;True;True;True;66.5
106;107;50;False;True;True;133
107;108;50;True;False;True;66.5
108;109;51;True;True;True;42.5
109;110;51;True;False;True;42.5
110;111;52;True;True;True;72.5
111;112;52;True;True;True;72.5
112;113;53;True;True;True;60
113;114;53;True;True;True;60
114;112;54;True;True;True;60
115;115;54;True;True;True;60
116;116;55;True;True;True;60
117;117;55;True;True;True;60
118;114;56;True;True;True;51
119;116;56;True;True;True;51
120;118;57;True;True;True;52.5
121;119;57;True;True;True;52.5
122;119;58;True;True;True;75.5
123;120;58;True;True;True;75.5
124;121;59;True;True;True;75.5
125;122;59;True;True;True;75.5
126;120;60;True;True;True;50
127;123;60;True;True;True;50
128;122;61;True;True;True;50
129;124;61;True;True;True;50
130;123;62;True;True;True;51
131;125;62;True;True;True;51
132;124;63;True;True;True;51
133;126;63;True;True;True;51
134;125;64;True;True;True;83.5
135;127;64;True;True;True;83.5
136;126;65;True;True;True;83.5
137;128;65;True;True;True;83.5
138;127;66;True;True;True;89.5
139;129;66;True;True;True;89.5
140;130;67;True;True;True;76
141;131;67;True;True;True;76
142;132;68;True;True;True;87.5
143;133;68;True;True;True;87.5
144;133;69;True;True;True;55.5
145;134;69;True;True;True;55.5
146;134;70;True;True;True;52.5
147;135;70;True;True;True;52.5
148;136;71;True;True;True;87.5
149;137;71;True;True;True;87.5
150;131;72;True;True;True;61.5
151;136;72;True;True;True;61.5
152;137;73;True;True;True;55.5
153;37;73;True;True;True;55.5
154;135;74;True;True;True;56
155;138;74;True;True;True;56
156;138;75;True;True;True;82
157;139;75;True;True;True;82
158;139;76;True;True;True;77
159;39;76;True;True;True;77
160;140;77;True;True;True;76.5
161;141;77;True;True;True;76.5
162;142;78;True;True;True;82
163;140;78;True;True;True;82
164;141;79;True;True;True;40.5
165;41;79;True;True;True;40.5
166;143;80;True;True;True;87
167;144;80;True;True;True;87
168;145;81;True;True;True;42.5
169;146;81;True;True;True;42.5
170;144;82;True;True;True;80.5
171;147;82;True;True;True;80.5
172;147;83;True;True;True;61
173;148;83;True;True;True;61
174;148;84;True;True;True;41
175;149;84;True;True;True;41
176;149;85;True;True;True;75.5
177;150;85;True;True;True;75.5
178;151;86;True;True;True;41
179;152;86;True;True;True;41
180;146;87;True;True;True;46
181;151;87;True;True;True;46
182;150;88;True;True;True;58
183;153;88;True;True;True;58
184;153;89;True;True;True;59
185;154;89;True;True;True;59
186;152;90;True;True;True;43.5
187;155;90;True;True;True;43.5
188;154;91;True;True;True;68
189;156;91;True;True;True;68
190;156;92;True;True;True;50
191;157;92;True;True;True;50
192;155;93;True;True;True;87
193;158;93;True;True;True;87
194;157;94;True;True;True;67.5
195;159;94;True;True;True;67.5
196;159;95;True;True;True;88.5
197;160;95;True;True;True;88.5
198;158;96;True;True;True;77.5
199;161;96;True;True;True;77.5
200;160;97;True;True;True;50
201;162;97;True;True;True;50
202;161;98;True;True;True;68.5
203;163;98;True;True;True;68.5
204;162;99;True;True;True;56.5
205;164;99;True;True;True;56.5
206;164;100;True;True;True;69.5
207;165;100;True;True;True;69.5
208;166;101;True;True;True;84.5
209;167;101;True;True;True;84.5
210;163;102;True;True;True;42
211;166;102;True;True;True;42
212;165;103;True;True;True;56
213;168;103;True;True;True;56
214;168;104;True;True;True;86
215;43;104;True;True;True;86
216;167;105;True;True;True;85.5
217;169;105;True;True;True;85.5
218;169;106;True;True;True;78.5
219;45;106;True;True;True;78.5
220;170;107;True;True;True;52
221;171;107;True;True;True;52
222;171;108;True;True;True;80.5
223;172;108;True;True;True;80.5
224;173;109;True;True;True;81
225;174;109;True;True;True;81
226;172;110;True;True;True;70.5
227;175;110;True;True;True;70.5
228;175;111;True;True;True;42
229;176;111;True;True;True;42
230;177;112;True;True;True;82.5
231;178;112;True;True;True;82.5
232;174;113;True;True;True;71
233;177;113;True;True;True;71
234;176;114;True;True;True;63
235;179;114;True;True;True;63
236;179;115;True;True;True;68
237;180;115;True;True;True;68
238;180;116;True;True;True;64
239;181;116;True;True;True;64
240;182;117;True;True;True;72
241;183;117;True;True;True;72
242;128;118;True;True;True;89.5
243;184;118;True;True;True;89.5
244;129;119;True;True;True;52
245;185;119;True;True;True;52
246;184;120;True;True;True;76.5
247;186;120;True;True;True;76.5
248;185;121;True;True;True;65
249;187;121;True;True;True;65
250;186;122;True;True;True;83
251;188;122;True;True;True;83
252;187;123;True;True;True;45
253;189;123;True;True;True;45
254;188;124;True;True;True;53
255;190;124;True;True;True;53
256;189;125;True;True;True;71.5
257;191;125;True;True;True;71.5
258;190;126;True;True;True;71
259;192;126;True;True;True;71
260;193;127;True;True;True;73.5
261;194;127;True;True;True;73.5
262;195;128;True;True;True;73.5
263;196;128;True;True;True;73.5
264;194;129;True;True;True;73.5
265;197;129;True;True;True;73.5
266;196;130;True;True;True;73.5
267;198;130;True;True;True;73.5
268;197;131;True;True;True;66
269;199;131;True;True;True;66
270;198;132;True;True;True;66
271;200;132;True;True;True;66
272;199;133;True;True;True;84.5
273;201;133;True;True;True;84.5
274;200;134;True;True;True;84.5
275;202;134;True;True;True;84.5
276;201;135;True;True;True;70
277;203;135;True;True;True;70
278;202;136;True;True;True;70
279;204;136;True;True;True;70
280;203;137;True;True;True;73.5
281;205;137;True;True;True;73.5
282;204;138;True;True;True;73.5
283;206;138;True;True;True;73.5
284;205;139;True;True;True;73
285;207;139;True;True;True;73
286;206;140;True;True;True;73
287;208;140;True;True;True;73
288;207;141;True;True;True;74
289;209;141;True;True;True;74
290;208;142;True;True;True;74
291;210;142;True;True;True;74
292;209;143;True;True;True;73.5
293;211;143;True;True;True;73.5
294;210;144;True;True;True;73.5
295;212;144;True;True;True;73.5
296;211;145;True;True;True;78
297;213;145;True;True;True;78
298;212;146;True;True;True;78
299;1;146;True;True;True;78
300;214;147;True;True;True;83
301;215;147;True;True;True;83
302;216;148;True;True;True;83
303;217;148;True;True;True;83
304;215;149;True;True;True;43.5
305;218;149;True;True;True;43.5
306;217;150;True;True;True;65
307;219;150;True;True;True;65
308;218;151;True;True;True;48
309;220;151;True;True;True;48
310;220;152;True;True;True;82.5
311;221;152;True;True;True;82.5
312;219;153;True;True;True;66
313;222;153;True;True;True;66
314;221;154;True;True;True;63
315;223;154;True;True;True;63
316;222;155;True;True;True;66
317;224;155;True;True;True;66
318;223;156;True;True;True;53.5
319;225;156;True;True;True;53.5
320;224;157;True;True;True;66
321;226;157;True;True;True;66
322;225;158;True;True;True;55.5
323;227;158;True;True;True;55.5
324;226;159;True;True;True;66
325;228;159;True;True;True;66
326;227;160;True;True;True;72.5
327;229;160;True;True;True;72.5
328;228;161;True;True;True;66
329;230;161;True;True;True;66
330;229;162;True;True;True;39.5
331;3;162;True;True;True;39.5
332;231;163;True;True;True;39.5
333;5;163;True;True;True;39.5
334;230;164;True;True;True;73.5
335;231;164;True;True;True;73.5
336;232;165;True;True;True;67
337;233;165;True;True;True;67
338;234;166;True;True;True;58.5
339;235;166;True;True;True;58.5
340;233;167;True;True;True;65.5
341;236;167;True;True;True;65.5
342;235;168;True;True;True;66.5
343;237;168;True;True;True;66.5
344;236;169;True;True;True;59.5
345;238;169;True;True;True;59.5
346;237;170;True;True;True;47
347;239;170;True;True;True;47
348;238;171;True;True;True;40
349;240;171;True;True;True;40
350;239;172;True;True;True;60
351;241;172;True;True;True;60
352;240;173;True;True;True;64
353;242;173;True;True;True;64
354;241;174;True;True;True;64
355;243;174;True;True;True;64
356;242;175;True;True;True;56.5
357;7;175;True;True;True;56.5
358;243;176;True;True;True;56.5
359;9;176;True;True;True;56.5
360;244;177;True;True;True;50.5
361;245;177;True;True;True;50.5
362;245;178;True;True;True;59
363;246;178;True;True;True;59
364;247;179;True;True;True;54.5
365;248;179;True;True;True;54.5
366;248;180;True;True;True;61.7
367;249;180;True;True;True;58.1
368;246;181;True;True;True;40
369;11;181;True;True;True;40
370;0;6738;False;False;False;0
371;0;6750;False;False;True;0
372;250;6787;False;False;False;0
373;351;7687;False;False;True;0
374;249;184;True;True;True;40
375;13;184;True;True;True;40
376;254;185;True;True;True;52
377;255;185;True;True;True;52
378;256;186;True;False;True;49.5
379;257;186;True;True;True;49.5
380;255;187;True;True;True;50
381;258;187;True;True;True;50
382;257;188;True;True;True;44.5
383;259;188;True;True;True;44.5
384;258;189;True;True;True;74.4
385;260;189;True;True;True;74.7
386;259;190;True;True;True;84.7
387;261;190;True;True;True;85.7
388;260;191;True;True;True;40
389;262;191;True;True;True;40
390;261;192;True;True;True;84.5
391;263;192;True;True;True;84.5
392;262;193;True;True;True;86
393;264;193;True;True;True;86
394;263;194;True;True;True;86
395;265;194;True;True;True;86
396;264;195;True;True;True;43.5
397;266;195;True;True;True;43.5
398;265;196;True;True;True;43.5
399;267;196;True;True;True;43.5
400;266;197;True;True;True;52.5
401;268;197;True;True;True;52.5
402;267;198;True;True;True;52.5
403;269;198;True;True;True;52.5
404;268;199;True;True;True;51.5
405;270;199;True;True;True;51.5
406;269;200;True;True;True;51.5
407;271;200;True;True;True;51.5
408;270;201;True;True;True;69
409;272;201;True;True;True;69
410;271;202;True;True;True;69
411;273;202;True;True;True;69
412;272;203;True;True;True;65
413;15;203;True;True;True;65
414;273;204;True;True;True;65
415;17;204;True;True;True;65
416;274;205;True;True;True;46.5
417;275;205;True;True;True;46.5
418;276;206;True;True;True;46.5
419;277;206;True;True;True;46.5
420;275;207;True;True;True;82
421;278;207;True;True;True;82
422;277;208;True;True;True;82
423;279;208;True;True;True;82
424;278;209;True;True;True;84.5
425;280;209;True;True;True;84.5
426;279;210;True;True;True;84.5
427;281;210;True;True;True;84.5
428;280;211;True;True;True;62.5
429;282;211;True;True;True;62.5
430;282;212;True;True;True;73.5
431;283;212;True;True;True;73.5
432;284;213;True;True;True;73.5
433;285;213;True;True;True;73.5
434;281;214;True;True;True;62.5
435;284;214;True;True;True;62.5
436;283;215;True;True;True;81
437;286;215;True;True;True;81
438;285;216;True;True;True;81
439;287;216;True;True;True;81
440;286;217;True;True;True;77.5
441;288;217;True;True;True;77.5
442;287;218;True;True;True;77.5
443;289;218;True;True;True;77.5
444;288;219;True;True;True;44.5
445;19;219;True;True;True;44.5
446;289;220;True;True;True;50
447;290;220;True;True;True;50
448;291;221;True;True;True;73.5
449;292;221;True;True;True;73.5
450;290;222;True;True;True;68
451;293;222;True;True;True;68
452;292;223;True;True;True;63
453;294;223;True;True;True;63
454;293;224;True;True;True;63
455;295;224;True;True;True;63
456;294;225;True;True;True;48.5
457;296;225;True;True;True;48.5
458;295;226;True;True;True;48.5
459;297;226;True;True;True;48.5
460;296;227;True;True;True;47.5
461;22;227;True;True;True;47.5
462;297;228;True;True;True;47.5
463;24;228;True;True;True;47.5
464;298;229;True;True;True;46
465;299;229;True;True;True;46
466;300;230;True;True;True;46
467;301;230;True;True;True;46
468;299;231;True;True;True;50
469;302;231;True;True;True;50
470;301;232;True;True;True;50
471;303;232;True;True;True;50
472;302;233;True;True;True;44.5
473;304;233;True;True;True;44.5
474;303;234;True;True;True;44
475;305;234;True;True;True;44
476;304;235;True;True;True;71.5
477;306;235;True;True;True;71.5
478;305;236;True;True;True;72
479;307;236;True;True;True;72
480;306;237;True;True;True;86
481;308;237;True;True;True;86
482;307;238;True;True;True;86
483;309;238;True;True;True;86
484;308;239;True;True;True;70
485;310;239;True;True;True;70
486;309;240;True;True;True;70
487;311;240;True;True;True;70
488;310;241;True;True;True;78.5
489;312;241;True;True;True;78.5
490;311;242;True;True;True;78.5
491;313;242;True;True;True;78.5
492;312;243;True;True;True;75
493;314;243;True;True;True;75
494;313;244;True;True;True;75
495;315;244;True;True;True;75
496;314;245;True;True;True;61
497;316;245;True;True;True;61
498;315;246;True;True;True;61
499;317;246;True;True;True;61
500;316;247;True;True;True;85
501;26;247;True;True;True;85
502;317;248;True;True;True;53.7
503;28;248;True;True;True;53.7
504;318;249;True;True;True;78.5
505;319;249;True;False;True;78.5
506;320;250;True;True;True;81.5
507;321;250;True;True;True;81.5
508;251;0;True;False;True;40
509;351;0;False;False;True;0
510;6871;0;True;True;True;40
511;6871;182;True;True;True;30
512;253;182;True;True;True;30
513;322;7691;False;False;True;0
514;253;183;True;True;True;79
515;322;183;True;False;True;79
516;6868;251;True;False;True;0
517;6866;251;False;False;True;0
518;6869;251;False;False;True;0
519;251;251;True;False;True;0
520;323;7863;False;False;True;0
521;332;257;True;True;True;90
522;330;257;True;False;True;90
523;6526;252;True;True;True;30
524;323;252;False;False;True;0
525;6529;252;True;False;True;30
526;6527;7881;False;False;True;0
527;324;8249;False;False;False;0
528;6524;253;True;False;True;0
529;324;253;False;False;True;0
530;6525;253;True;True;True;0
531;6890;7789;False;False;True;0
532;6889;8247;False;False;True;0
533;338;263;True;True;True;92
534;336;263;True;True;True;92
535;6883;8251;False;False;True;0
536;6873;8246;False;False;True;0
537;6409;7751;False;False;True;0
538;6399;7741;False;False;True;0
539;326;7626;False;False;True;0
540;325;7648;False;False;True;0
541;327;254;True;False;False;0
542;325;254;True;False;False;0
543;328;255;True;False;False;0
544;327;255;True;False;True;0
545;331;256;True;False;False;0
546;328;256;True;True;True;0
547;333;258;True;True;False;0
548;334;258;True;True;False;0
549;334;259;True;False;False;0
550;335;259;True;False;False;0
551;335;260;True;False;False;0
552;326;260;True;True;False;0
553;337;261;True;False;False;0
554;333;261;True;False;False;0
555;339;262;True;False;False;0
556;331;262;True;False;True;0
557;340;264;True;True;False;0
558;337;264;True;False;False;0
559;342;265;True;False;False;0
560;339;265;True;False;False;0
561;341;266;True;False;False;0
562;342;266;True;False;False;0
563;343;267;True;False;False;0
564;4257;267;True;False;False;0
565;344;268;True;False;False;0
566;341;268;True;False;False;0
567;6244;7601;False;False;True;0
568;6243;7594;False;False;True;0
569;345;269;True;False;False;0
570;6247;269;True;False;False;0
571;347;270;True;False;False;0
572;6239;270;True;False;False;0
573;355;283;True;True;True;62
574;356;283;True;True;True;62
575;357;284;True;True;True;48.5
576;358;284;True;True;True;48.5
577;356;285;True;True;True;75
578;359;285;True;True;True;75
579;358;286;True;True;True;79.5
580;360;286;True;True;True;79.5
581;360;287;True;True;True;81
582;361;287;True;False;True;81
583;359;288;True;True;True;82.5
584;362;288;True;True;True;82.5
585;361;289;True;False;True;815
586;363;289;True;True;True;81.5
587;363;290;True;True;True;50
588;364;290;True;True;True;50
589;365;291;True;True;True;72.5
590;366;291;True;True;True;72.5
591;362;292;True;True;True;43
592;365;292;True;True;True;43
593;364;293;True;True;True;42.5
594;367;293;True;True;True;42.5
595;366;294;True;True;True;70
596;368;294;True;True;True;70
597;367;295;True;True;True;72
598;369;295;True;True;True;72
599;368;296;True;True;True;75
600;370;296;True;True;True;75
601;369;297;True;True;True;71.5
602;371;297;True;True;True;71.5
603;372;298;True;True;True;67.5
604;35;298;True;True;True;67.5
605;373;299;True;True;True;63
606;374;299;True;True;True;63
607;374;300;True;True;True;76
608;375;300;True;True;True;76
609;375;301;True;True;True;50.5
610;376;301;True;True;True;50.5
611;377;302;True;True;True;49.5
612;378;302;True;True;True;49.5
613;379;303;True;True;True;61.5
614;377;303;True;True;True;61.5
615;376;304;True;True;True;67
616;380;304;True;True;True;67
617;380;305;True;True;True;46
618;381;305;True;True;True;46
619;382;306;True;True;True;67
620;383;306;True;True;True;67
621;378;307;True;True;True;49.5
622;382;307;True;True;True;49.5
623;381;308;True;True;True;45.5
624;384;308;True;True;True;45.5
625;383;309;True;True;True;79.5
626;385;309;True;True;True;79.5
627;384;310;True;True;True;76
628;386;310;True;True;True;76
629;387;311;True;True;True;70.5
630;130;311;True;True;True;70.5
631;385;312;True;True;True;60.5
632;387;312;True;True;True;60.5
633;386;313;True;True;True;40.5
634;132;313;True;True;True;40.5
635;178;314;True;True;True;53
636;182;314;True;True;True;53
637;181;315;True;True;True;78
638;388;315;True;True;True;78
639;388;316;True;True;True;45.5
640;389;316;True;True;True;45.5
641;183;317;True;True;True;88
642;390;317;True;True;True;88
643;390;318;True;True;True;68.5
644;391;318;True;True;True;68.5
645;389;319;True;True;True;44.5
646;392;319;True;True;True;44.5
647;391;320;True;True;True;69
648;393;320;True;True;True;69
649;392;321;True;True;True;81
650;394;321;True;True;True;81
651;394;322;True;True;True;65
652;395;322;True;True;True;65
653;396;323;True;True;True;81
654;47;323;True;True;True;81
655;393;324;True;True;True;52.5
656;396;324;True;True;True;52.5
657;395;325;True;True;True;62.5
658;397;325;True;True;True;62.5
659;397;326;True;True;True;50
660;49;326;True;True;True;50
661;398;327;True;False;True;62.5
662;399;327;True;True;True;62.5
663;399;328;True;True;True;73.5
664;400;328;True;True;True;73.5
665;401;329;True;True;True;48.5
666;402;329;True;True;True;48.5
667;400;330;True;True;True;61
668;403;330;True;True;True;61
669;402;331;True;True;True;54
670;404;331;True;True;True;54
671;403;332;True;True;True;56.5
672;405;332;True;True;True;56.5
673;405;333;True;True;True;54
674;53;333;True;True;True;54
675;406;334;True;True;True;85.5
676;407;334;True;True;True;85.5
677;404;335;True;True;True;51.5
678;406;335;True;True;True;51.5
679;408;336;True;True;True;65.5
680;409;336;True;True;True;65.5
681;410;337;True;True;True;81.5
682;411;337;True;True;True;81.5
683;407;338;True;True;True;87
684;410;338;True;True;True;87
685;411;339;True;True;True;42.5
686;412;339;True;True;True;42.5
687;412;340;True;True;True;70
688;413;340;True;True;True;70
689;409;341;True;True;True;56
690;414;341;True;True;True;56
691;413;342;True;True;True;46
692;415;342;True;True;True;46
693;414;343;True;True;True;54.5
694;416;343;True;True;True;54.5
695;416;344;True;True;True;83.5
696;417;344;True;True;True;83.5
697;415;345;True;True;True;79
698;418;345;True;True;True;79
699;419;346;True;True;True;89
700;420;346;True;True;True;89
701;421;347;True;True;True;54
702;422;347;True;True;True;54
703;423;348;True;True;True;89
704;421;348;False;True;True;178
705;424;348;True;True;True;89
706;425;349;True;False;True;66
707;426;349;True;False;True;66
708;427;350;True;False;True;84
709;428;350;True;True;True;84
710;429;351;True;False;True;73.5
711;430;351;False;False;True;147
712;427;351;True;False;True;73.5
713;431;352;True;True;True;79
714;432;352;False;False;True;158
715;433;352;True;True;True;79
716;434;353;True;False;True;77.5
717;435;353;True;False;True;77.5
718;436;354;True;False;True;77.5
719;437;354;True;False;True;77.5
720;438;355;True;False;True;77
721;439;355;True;False;True;77
722;440;356;True;False;True;77
723;441;356;True;False;True;77
724;442;357;True;True;True;0
725;443;357;True;True;True;0
726;444;358;True;True;True;0
727;445;358;True;True;True;0
728;446;359;True;True;True;48.5
729;447;359;True;False;True;48.5
730;448;360;True;True;True;48
731;449;360;True;False;True;48
732;450;361;True;False;True;0
733;451;361;True;False;True;0
734;452;362;True;False;True;49
735;453;362;False;True;True;98
736;454;362;False;False;True;98
737;455;362;True;True;True;49
738;456;363;True;False;True;0
739;457;363;True;False;True;0
740;458;364;True;False;True;0
741;459;364;False;False;True;0
742;460;364;True;False;True;0
743;461;365;True;False;True;69.5
744;462;365;False;True;True;139
745;463;365;False;True;True;139
746;143;365;True;True;True;69.5
747;464;366;True;True;True;190
748;465;366;True;True;True;180
749;466;367;True;True;True;69
750;467;367;True;False;True;69
751;468;368;True;True;True;72.3
752;469;368;True;False;False;61.7
753;346;271;True;False;False;0
754;347;271;True;False;False;0
755;472;370;True;True;False;0
756;473;370;True;True;True;0
757;348;272;True;False;False;0
758;346;272;True;False;False;0
759;349;273;True;False;False;0
760;345;273;True;False;False;0
761;477;373;True;True;True;75.5
762;98;373;True;True;True;75.5
763;430;374;True;True;True;46
764;478;374;True;True;True;46
765;479;375;True;False;True;78.5
766;480;375;True;False;True;78.5
767;481;376;True;False;True;0
768;482;376;True;True;True;0
769;439;377;True;False;True;43.5
770;483;377;True;False;True;43.5
771;441;378;True;False;False;43.5
772;484;378;True;False;True;43.5
773;485;379;True;True;True;0
774;486;379;True;True;True;51.5
775;487;380;True;True;True;51.5
776;488;380;True;True;True;46.5
777;489;381;True;True;True;64
778;490;381;True;True;True;64
779;491;382;True;True;True;71
780;492;382;True;True;True;71
781;493;383;True;False;True;107.6
782;494;383;False;True;True;158
783;495;383;False;False;True;158
784;274;383;True;False;True;79.4
785;496;384;True;True;True;73
786;497;384;False;False;True;146
787;498;384;True;False;True;73
788;499;385;True;True;True;44
789;500;385;False;False;True;88
790;501;385;True;True;True;44
791;502;386;True;False;True;0
792;503;386;True;False;True;0
793;504;387;True;False;True;52.5
794;505;387;False;True;True;105
795;506;387;False;True;True;105
796;507;387;True;True;True;52.5
797;508;388;True;True;True;0
798;509;388;True;False;True;0
799;510;389;True;True;True;38.5
800;463;389;False;True;True;77
801;145;389;True;True;True;38.5
802;418;390;True;True;True;71
803;511;390;True;True;True;71
804;417;391;True;True;True;41.5
805;512;391;True;True;True;41.5
806;511;392;True;True;True;51.5
807;513;392;True;True;True;51.5
808;512;393;True;True;True;87
809;55;393;True;True;True;87
810;513;394;True;True;True;71.5
811;514;394;True;True;True;71.5
812;515;395;True;True;True;40
813;516;395;True;True;True;40
814;517;396;True;True;True;59.5
815;518;396;True;True;True;59.5
816;516;397;True;True;True;40
817;519;397;True;True;True;40
818;520;398;True;True;True;63
819;521;398;True;True;True;63
820;518;399;True;True;True;43.5
821;520;399;True;True;True;43.5
822;519;400;True;True;True;40
823;522;400;True;True;True;40
824;522;401;True;True;True;73
825;523;401;True;True;True;73
826;524;402;True;True;True;69.5
827;525;402;True;True;True;69.5
828;521;403;True;True;True;83.5
829;524;403;True;True;True;83.5
830;523;404;True;True;True;81.5
831;526;404;True;True;True;81.5
832;527;405;True;True;True;86
833;528;405;True;True;True;86
834;525;406;True;True;True;65.5
835;527;406;True;True;True;65.5
836;526;407;True;True;True;78
837;529;407;True;True;True;78
838;530;408;True;True;True;64.5
839;531;408;True;True;True;64.5
840;528;409;True;True;True;88.5
841;530;409;True;True;True;88.5
842;529;410;True;True;True;49.5
843;532;410;True;True;True;49.5
844;531;411;True;True;True;40
845;533;411;True;True;True;40
846;532;412;True;True;True;81
847;534;412;True;True;True;81
848;535;413;True;True;True;41
849;536;413;True;True;True;41
850;533;414;True;True;True;69.5
851;535;414;True;True;True;69.5
852;534;415;True;True;True;68.5
853;60;415;True;True;True;68.5
854;537;416;True;True;True;76
855;538;416;True;True;True;76
856;536;417;True;True;True;46.5
857;537;417;True;True;True;46.5
858;538;418;True;True;True;58
859;62;418;True;True;True;58
860;539;419;True;True;True;67.5
861;540;419;True;True;True;67.5
862;541;420;True;True;True;66
863;542;420;True;True;True;66
864;542;421;True;True;True;55.5
865;543;421;True;True;True;55.5
866;544;422;True;True;True;70.5
867;545;422;True;True;True;70.5
868;540;423;True;True;True;46.5
869;544;423;True;True;True;46.5
870;543;424;True;True;True;55
871;546;424;True;True;True;55
872;546;425;True;True;True;81.5
873;547;425;True;True;True;81.5
874;545;426;True;True;True;75.5
875;548;426;True;True;True;75.5
876;547;427;True;True;True;84
877;549;427;True;True;True;84
878;548;428;True;True;True;49.5
879;550;428;True;True;True;49.5
880;549;429;True;True;True;45
881;551;429;True;True;True;45
882;550;430;True;True;True;55.5
883;552;430;True;True;True;55.5
884;551;431;True;True;True;71
885;553;431;True;True;True;71
886;553;432;True;True;True;66.5
887;554;432;True;True;True;66.5
888;552;433;True;True;True;85.5
889;555;433;True;True;True;85.5
890;554;434;True;True;True;85.5
891;556;434;True;True;True;85.5
892;555;435;True;True;True;55
893;557;435;True;True;True;55
894;556;436;True;True;True;46
895;558;436;True;True;True;46
896;558;437;True;True;True;41.5
897;559;437;True;True;True;41.5
898;560;438;True;True;True;48.5
899;561;438;True;True;True;48.5
900;562;439;True;True;True;46
901;560;439;True;True;True;46
902;557;440;True;True;True;62.5
903;562;440;True;True;True;62.5
904;559;441;True;True;True;46.5
905;67;441;True;True;True;46.5
906;561;442;True;True;True;88.5
907;65;442;True;True;True;88.5
908;563;443;True;True;True;51
909;564;443;True;True;True;51
910;565;444;True;True;True;51
911;566;444;True;True;True;51
912;564;445;True;True;True;52.5
913;567;445;True;True;True;52.5
914;567;446;True;True;True;85
915;568;446;True;True;True;85
916;569;447;True;True;True;55
917;570;447;True;True;True;55
918;566;448;True;True;True;52.5
919;569;448;True;True;True;52.5
920;568;449;True;True;True;46
921;571;449;True;True;True;46
922;570;450;True;True;True;65.5
923;572;450;True;True;True;65.5
924;571;451;True;True;True;43
925;573;451;True;True;True;43
926;572;452;True;True;True;62.5
927;574;452;True;True;True;62.5
928;573;453;True;True;True;77
929;575;453;True;True;True;77
930;575;454;True;True;True;57
931;576;454;True;True;True;57
